,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
0,Thibaut Courtois,30,"May 11, 1992",Belgium,REAL MADRID,,Goalkeeper,60.0,52,0,0,4770,46,22,2.0,"Aug 9, 2018","Jun 30, 2026",/thibaut-courtois/profil/spieler/108390
1,Andriy Lunin,23,"Feb 11, 1999",Ukraine,REAL MADRID,,Goalkeeper,2.5,4,0,0,390,4,0,1.91,"Jul 1, 2018","Jun 30, 2024",/andriy-lunin/profil/spieler/404839
2,Luis López,21,"May 8, 2001 ",Spain,REAL MADRID,,Goalkeeper,0.3,14,0,0,1260,15,3,1.93,-,"Jun 30, 2023",/luis-lopez/profil/spieler/623525
3,Toni Fuidias,21,"Apr 15, 2001",Spain,REAL MADRID,,Goalkeeper,0.3,23,0,0,2070,32,6,1.95,-,"Jun 30, 2025",/toni-fuidias/profil/spieler/623526
4,Diego Piñeiro,18,"Feb 13, 2004",Spain,REAL MADRID,,Goalkeeper,,3,0,0,270,4,1,-,-,-,/diego-pineiro/profil/spieler/926850
5,Éder Militão,24,"Jan 18, 1998",Brazil,REAL MADRID,,Centre-Back,60.0,50,2,3,4496,0,0,1.86,"Jul 1, 2019","Jun 30, 2025",/eder-militao/profil/spieler/401530
6,David Alaba,30,"Jun 24, 1992",Austria,REAL MADRID,,Centre-Back,55.0,46,3,4,4070,0,0,1.8,"Jul 1, 2021","Jun 30, 2026",/david-alaba/profil/spieler/59016
7,Nacho Fernández,32,"Jan 18, 1990",Spain,REAL MADRID,,Centre-Back,7.0,42,3,0,2541,0,0,1.8,"Sep 1, 2012","Jun 30, 2023",/nacho-fernandez/profil/spieler/58884
8,Jesús Vallejo,25,"Jan 5, 1997 ",Spain,REAL MADRID,,Centre-Back,3.0,8,0,0,353,0,0,1.84,"Jul 31, 2015","Jun 30, 2025",/jesus-vallejo/profil/spieler/251896
9,Mario Gila,21,"Aug 29, 2000",Spain,REAL MADRID,,Centre-Back,0.5,34,2,1,2784,0,0,1.85,-,"Jun 30, 2027",/mario-gila/profil/spieler/618341
10,Rafa Marín,20,"May 19, 2002",Spain,REAL MADRID,,Centre-Back,0.4,27,1,0,2126,0,0,1.91,-,"Jun 30, 2024",/rafa-marin/profil/spieler/662261
11,Ferland Mendy,27,"Jun 8, 1995 ",France,REAL MADRID,,Left-Back,40.0,35,2,5,2816,0,0,1.8,"Jul 1, 2019","Jun 30, 2025",/ferland-mendy/profil/spieler/291417
14,Daniel Carvajal,30,"Jan 11, 1992",Spain,REAL MADRID,,Right-Back,18.0,36,1,4,2598,0,0,1.73,"Jul 1, 2013","Jun 30, 2025",/daniel-carvajal/profil/spieler/138927
15,Álvaro Odriozola,26,"Dec 14, 1995",Spain,REAL MADRID,,Right-Back,12.0,27,1,1,1866,0,0,1.76,"Jul 5, 2018","Jun 30, 2024",/alvaro-odriozola/profil/spieler/280730
16,Lucas Vázquez,30,"Jul 1, 1991 ",Spain,REAL MADRID,,Right-Back,12.0,41,3,0,2514,0,0,1.73,"Jul 2, 2015","Jun 30, 2024",/lucas-vazquez/profil/spieler/221316
17,Sergio Santos,21,"Jan 3, 2001 ",Spain,REAL MADRID,,Right-Back,0.25,29,2,4,2075,0,0,1.8,-,"Jun 30, 2023",/sergio-santos/profil/spieler/537759
20,Federico Valverde,23,"Jul 22, 1998",Uruguay,REAL MADRID,,Central Midfield,70.0,46,1,2,2860,0,0,1.82,"Jul 1, 2018","Jun 30, 2027",/federico-valverde/profil/spieler/369081
21,Eduardo Camavinga,19,"Nov 10, 2002",France,REAL MADRID,,Central Midfield,55.0,46,2,2,1866,0,0,1.82,"Aug 31, 2021","Jun 30, 2027",/eduardo-camavinga/profil/spieler/640428
22,Toni Kroos,32,"Jan 4, 1990 ",Germany,REAL MADRID,,Central Midfield,20.0,45,3,3,3397,0,0,1.83,"Jul 17, 2014","Jun 30, 2023",/toni-kroos/profil/spieler/31909
23,Dani Ceballos,25,"Aug 7, 1996 ",Spain,REAL MADRID,,Central Midfield,14.0,18,0,1,338,0,0,1.79,"Jul 14, 2017","Jun 30, 2023",/dani-ceballos/profil/spieler/319745
24,Luka Modric,36,"Sep 9, 1985 ",Croatia,REAL MADRID,,Central Midfield,10.0,45,3,12,3435,0,0,1.72,"Aug 27, 2012","Jun 30, 2023",/luka-modric/profil/spieler/27992
26,Vinicius Junior,21,"Jul 12, 2000",Brazil,REAL MADRID,,Left Winger,100.0,52,22,20,4274,0,0,1.76,"Jul 12, 2018","Jun 30, 2024",/vinicius-junior/profil/spieler/371998
27,Eden Hazard,31,"Jan 7, 1991 ",Belgium,REAL MADRID,,Left Winger,12.0,23,1,2,903,0,0,1.75,"Jul 1, 2019","Jun 30, 2024",/eden-hazard/profil/spieler/50202
28,Rodrygo,21,"Jan 9, 2001 ",Brazil,REAL MADRID,,Right Winger,60.0,49,9,10,2435,0,0,1.74,"Jul 1, 2019","Jun 30, 2025",/rodrygo/profil/spieler/412363
29,Marco Asensio,26,"Jan 21, 1996",Spain,REAL MADRID,,Right Winger,40.0,42,12,2,2110,0,0,1.82,"Jul 1, 2015","Jun 30, 2023",/marco-asensio/profil/spieler/296622
31,Peter González,19,"Jul 25, 2002",Dominican Republic,REAL MADRID,,Right Winger,1.0,45,5,9,3002,0,0,1.8,-,"Jun 30, 2025",/peter-gonzalez/profil/spieler/710004
32,Karim Benzema,34,"Dec 19, 1987",France,REAL MADRID,,Centre-Forward,30.0,46,44,15,3919,0,0,1.85,"Jul 9, 2009","Jun 30, 2023",/karim-benzema/profil/spieler/18922
34,Mariano Díaz,28,"Aug 1, 1993 ",Dominican Republic,REAL MADRID,,Centre-Forward,6.0,11,1,1,397,0,0,1.8,"Aug 29, 2018","Jun 30, 2023",/mariano-diaz/profil/spieler/225020
35,Juanmi Latasa,21,"Mar 23, 2001",Spain,REAL MADRID,,Centre-Forward,1.0,31,13,1,2386,0,0,1.92,-,"Jun 30, 2023",/juanmi-latasa/profil/spieler/623521
36,Marc-André ter Stegen,30,"Apr 30, 1992",Germany,BARCELONA,,Goalkeeper,30.0,49,0,0,4470,57,15,1.87,"Jul 1, 2014","Jun 30, 2025",/marc-andre-ter-stegen/profil/spieler/74857
39,Arnau Tenas,21,"May 30, 2001",Spain,BARCELONA,,Goalkeeper,1.5,18,0,0,1620,21,4,1.85,-,"Jun 30, 2023",/arnau-tenas/profil/spieler/466783
40,Lazar Carevic,23,"Mar 16, 1999",Montenegro,BARCELONA,,Goalkeeper,0.2,9,0,0,810,20,0,1.95,-,"Jun 30, 2025",/lazar-carevic/profil/spieler/344457
41,Ronald Araújo,23,"Mar 7, 1999 ",Uruguay,BARCELONA,,Centre-Back,50.0,43,4,0,3270,0,0,1.88,"Oct 5, 2020","Jun 30, 2026",/ronald-araujo/profil/spieler/480267
42,Eric García,21,"Jan 9, 2001 ",Spain,BARCELONA,,Centre-Back,18.0,36,0,0,2808,0,0,1.82,"Jul 1, 2021","Jun 30, 2026",/eric-garcia/profil/spieler/466794
45,Gerard Piqué,35,"Feb 2, 1987 ",Spain,BARCELONA,,Centre-Back,5.0,40,3,0,3101,0,0,1.94,"Jul 1, 2008",-,/gerard-pique/profil/spieler/18944
47,Arnau Comas,22,"Apr 11, 2000",Spain,BARCELONA,,Centre-Back,1.0,29,0,0,2409,0,0,1.91,-,"Jun 30, 2026",/arnau-comas/profil/spieler/388542
48,Mika Mármol,20,"Jul 1, 2001 ",Spain,BARCELONA,,Centre-Back,0.8,37,1,0,3184,0,0,1.82,-,"Jun 30, 2024",/mika-marmol/profil/spieler/617060
49,Jordi Alba,33,"Mar 21, 1989",Spain,BARCELONA,,Left-Back,9.0,44,3,12,3893,0,0,1.7,"Jul 1, 2012","Jun 30, 2024",/jordi-alba/profil/spieler/69751
50,Alejandro Balde,18,"Oct 18, 2003",Spain,BARCELONA,,Left-Back,4.0,22,0,1,1359,0,0,1.75,"Jul 1, 2022","Jun 30, 2024",/alejandro-balde/profil/spieler/636688
51,Emerson Royal,23,"Jan 14, 1999",Brazil,BARCELONA,,Right-Back,25.0,44,1,1,2919,0,0,1.83,"Jul 1, 2021","Jun 30, 2026",/emerson-royal/profil/spieler/476344
53,Sergi Roberto,30,"Feb 7, 1992 ",Spain,BARCELONA,,Right-Back,6.0,12,2,1,567,0,0,1.78,"Jul 1, 2013","Jun 30, 2024",/sergi-roberto/profil/spieler/85370
55,Guillem Jaime,23,"Jan 6, 1999 ",Spain,BARCELONA,,Right-Back,0.3,22,0,4,1667,0,0,1.77,-,"Jun 30, 2023",/guillem-jaime/profil/spieler/331508
56,Sergio Busquets,33,"Jul 16, 1988",Spain,BARCELONA,,Defensive Midfield,9.0,51,3,1,4420,0,0,1.89,"Jul 1, 2008","Jun 30, 2023",/sergio-busquets/profil/spieler/65230
57,Jandro Orellana,21,"Aug 7, 2000 ",Spain,BARCELONA,,Defensive Midfield,1.5,23,0,4,1504,0,0,1.76,-,"Jun 30, 2025",/jandro-orellana/profil/spieler/388548
58,Álvaro Sanz,21,"Feb 14, 2001",Spain,BARCELONA,,Defensive Midfield,0.7,34,1,1,2231,0,0,1.7,-,"Jun 30, 2025",/alvaro-sanz/profil/spieler/466806
59,Pedri,19,"Nov 25, 2002",Spain,BARCELONA,,Central Midfield,80.0,22,5,1,1708,0,0,1.74,"Sep 2, 2019","Jun 30, 2026",/pedri/profil/spieler/683840
60,Gavi,17,"Aug 5, 2004 ",Spain,BARCELONA,,Central Midfield,60.0,48,2,6,3136,0,0,1.73,"Jul 1, 2021","Jun 30, 2026",/gavi/profil/spieler/646740
61,Frenkie de Jong,25,"May 12, 1997",Netherlands,BARCELONA,,Central Midfield,60.0,47,4,5,3527,0,0,1.81,"Jul 1, 2019","Jun 30, 2026",/frenkie-de-jong/profil/spieler/326330
65,Lucas de Vega,22,"Jan 16, 2000",Brazil,BARCELONA,,Central Midfield,0.4,32,1,3,1525,0,0,1.8,-,"Jun 30, 2023",/lucas-de-vega/profil/spieler/388555
66,Ansu Fati,19,"Oct 31, 2002",Spain,BARCELONA,,Left Winger,60.0,15,6,1,574,0,0,1.78,"Sep 23, 2020","Jun 30, 2027",/ansu-fati/profil/spieler/466810
67,Ferran Torres,22,"Feb 29, 2000",Spain,BARCELONA,,Left Winger,45.0,33,10,7,2581,0,0,1.84,"Jan 1, 2022","Jun 30, 2027",/ferran-torres/profil/spieler/398184
70,Estanis Pedrola,18,"Aug 24, 2003",Spain,BARCELONA,,Left Winger,,12,1,1,402,0,0,1.85,-,"Jun 30, 2024",/estanis-pedrola/profil/spieler/913539
71,Ousmane Dembélé,25,"May 15, 1997",France,BARCELONA,,Right Winger,30.0,32,2,13,1943,0,0,1.78,"Aug 25, 2017","Jun 30, 2024",/ousmane-dembele/profil/spieler/288230
74,Ilias Akhomach,18,"Apr 16, 2004",Spain,BARCELONA,,Right Winger,3.0,22,3,0,1321,0,0,1.75,-,"Jun 30, 2023",/ilias-akhomach/profil/spieler/709969
75,Antoine Griezmann,31,"Mar 21, 1991",France,BARCELONA,,Second Striker,35.0,39,8,7,2522,0,0,1.76,"Jul 14, 2019","Jun 30, 2023",/antoine-griezmann/profil/spieler/125781
76,Memphis Depay,28,"Feb 13, 1994",Netherlands,BARCELONA,,Centre-Forward,35.0,38,13,2,2495,0,0,1.78,"Jul 1, 2021","Jun 30, 2025",/memphis-depay/profil/spieler/167850
80,Ferran Jutglà,23,"Feb 1, 1999 ",Spain,BARCELONA,,Centre-Forward,3.0,41,21,6,3177,0,0,1.75,-,"Jun 30, 2027",/ferran-jutgla/profil/spieler/599231
83,Bono,31,"Apr 5, 1991 ",Morocco,SEVILLA,,Goalkeeper,18.0,41,0,0,3720,33,16,1.92,"Sep 4, 2020","Jun 30, 2025",/bono/profil/spieler/207834
84,Marko Dmitrović,30,"Jan 24, 1992",Serbia,SEVILLA,,Goalkeeper,5.0,9,0,0,870,6,6,1.94,"Jul 4, 2021","Jun 30, 2025",/marko-dmitrovi%C4%87/profil/spieler/94308
86,Alfonso Pastor,21,"Oct 4, 2000 ",Spain,SEVILLA,,Goalkeeper,0.25,13,0,0,1170,29,2,1.9,-,"Jun 30, 2023",/alfonso-pastor/profil/spieler/537367
87,Adrián González,22,"Mar 20, 2000",Spain,SEVILLA,,Goalkeeper,0.05,4,0,0,360,4,1,1.88,-,"Jun 30, 2023",/adrian-gonzalez/profil/spieler/537369
88,Alberto Flores,18,"Nov 10, 2003",Spain,SEVILLA,,Goalkeeper,,8,0,0,720,5,5,1.87,-,"Jun 30, 2024",/alberto-flores/profil/spieler/766552
91,Karim Rekik,27,"Dec 2, 1994 ",Netherlands,SEVILLA,,Centre-Back,5.0,26,0,2,1554,0,0,1.86,"Oct 5, 2020","Jun 30, 2025",/karim-rekik/profil/spieler/182579
92,Kike Salas,20,"Apr 23, 2002",Spain,SEVILLA,,Centre-Back,0.15,37,1,2,3126,0,0,1.88,"Jan 1, 2023","Jun 30, 2023",/kike-salas/profil/spieler/766583
93,Marcos Acuña,30,"Oct 28, 1991",Argentina,SEVILLA,,Left-Back,18.0,41,1,4,2988,0,0,1.72,"Sep 14, 2020","Jun 30, 2025",/marcos-acuna/profil/spieler/60410
95,Juan María Alcedo,21,"Feb 5, 2001 ",Spain,SEVILLA,,Left-Back,0.2,36,0,2,2911,0,0,1.79,-,"Jun 30, 2025",/juan-maria-alcedo/profil/spieler/628923
96,Pablo Pérez,20,"Aug 18, 2001",Spain,SEVILLA,,Left-Back,0.1,15,2,0,933,0,0,1.74,-,"Jun 30, 2024",/pablo-perez/profil/spieler/711628
97,Gonzalo Montiel,25,"Jan 1, 1997 ",Argentina,SEVILLA,,Right-Back,14.0,28,1,3,1643,0,0,1.75,"Aug 13, 2021","Jun 30, 2026",/gonzalo-montiel/profil/spieler/402733
99,Jesús Navas,36,"Nov 21, 1985",Spain,SEVILLA,,Right-Back,3.0,33,0,3,2362,0,0,1.72,"Aug 1, 2017","Jun 30, 2024",/jesus-navas/profil/spieler/15956
100,Valentino Fattore,20,"Aug 10, 2001",Spain,SEVILLA,,Right-Back,0.4,31,2,1,2576,0,0,1.78,-,"Jun 30, 2023",/valentino-fattore/profil/spieler/537373
101,José Ángel Carmona,20,"Jan 29, 2002",Spain,SEVILLA,,Right-Back,0.2,19,0,1,1144,0,0,1.84,"Jul 1, 2022","Jun 30, 2023",/jose-angel-carmona/profil/spieler/711625
102,Nemanja Gudelj,30,"Nov 16, 1991",Serbia,SEVILLA,,Defensive Midfield,4.0,28,0,0,1549,0,0,1.87,"Jul 23, 2019","Jun 30, 2023",/nemanja-gudelj/profil/spieler/74294
103,Fernando,34,"Jul 25, 1987",Brazil,SEVILLA,,Defensive Midfield,4.0,32,1,1,2541,0,0,1.83,"Jul 12, 2019","Jun 30, 2024",/fernando/profil/spieler/51174
104,Joan Jordán,27,"Jul 6, 1994 ",Spain,SEVILLA,,Central Midfield,22.0,49,1,1,3312,0,0,1.85,"Jul 1, 2019","Jun 30, 2027",/joan-jordan/profil/spieler/263727
105,Óliver Torres,27,"Nov 10, 1994",Spain,SEVILLA,,Central Midfield,8.0,38,2,4,1665,0,0,1.75,"Jul 15, 2019","Jun 30, 2024",/oliver-torres/profil/spieler/214775
106,Thomas Delaney,30,"Sep 3, 1991 ",Denmark,SEVILLA,,Central Midfield,7.0,37,2,1,2040,0,0,1.82,"Aug 25, 2021","Jun 30, 2023",/thomas-delaney/profil/spieler/91849
107,Ivan Rakitic,34,"Mar 10, 1988",Croatia,SEVILLA,,Central Midfield,7.0,46,7,7,2933,0,0,1.84,"Sep 1, 2020","Jun 30, 2024",/ivan-rakitic/profil/spieler/32467
108,Pedro Ortiz,21,"Aug 19, 2000",Spain,SEVILLA,,Central Midfield,0.15,12,0,0,637,0,0,1.84,-,"Jun 30, 2023",/pedro-ortiz/profil/spieler/610238
110,Nacho Quintana,21,"Feb 23, 2001",Spain,SEVILLA,,Attacking Midfield,0.3,35,5,1,2442,0,0,1.78,-,"Jun 30, 2024",/nacho-quintana/profil/spieler/536826
112,Papu Gómez,34,"Feb 15, 1988",Argentina,SEVILLA,,Left Winger,6.0,40,6,3,2558,0,0,1.67,"Jan 26, 2021","Jun 30, 2024",/papu-gomez/profil/spieler/20005
114,Tecatito,29,"Jan 6, 1993 ",Mexico,SEVILLA,,Right Winger,18.0,40,2,5,2178,0,0,1.73,"Jan 14, 2022","Jun 30, 2025",/tecatito/profil/spieler/125165
115,Erik Lamela,30,"Mar 4, 1992 ",Argentina,SEVILLA,,Right Winger,16.0,24,5,3,1131,0,0,1.84,"Jul 26, 2021","Jun 30, 2024",/erik-lamela/profil/spieler/111630
116,Suso,28,"Nov 19, 1993",Spain,SEVILLA,,Right Winger,10.0,12,0,1,615,0,0,1.77,"Jul 21, 2020","Jun 30, 2025",/suso/profil/spieler/111961
117,Juanlu Sánchez,18,"Aug 15, 2003",Spain,SEVILLA,,Right Winger,0.5,36,5,2,2777,0,0,1.86,-,"Jun 30, 2023",/juanlu-sanchez/profil/spieler/676042
118,Luismi Cruz,21,"May 23, 2001",Spain,SEVILLA,,Right Winger,0.4,33,5,5,2157,0,0,1.66,-,"Jun 30, 2023",/luismi-cruz/profil/spieler/610461
119,Antonio Zarzana,20,"Mar 21, 2002",Spain,SEVILLA,,Right Winger,0.2,38,3,4,2452,0,0,1.77,-,"Jun 30, 2023",/antonio-zarzana/profil/spieler/587562
120,Youssef En-Nesyri,25,"Jun 1, 1997 ",Morocco,SEVILLA,,Centre-Forward,25.0,29,5,3,1580,0,0,1.92,"Jan 16, 2020","Jun 30, 2025",/youssef-en-nesyri/profil/spieler/433049
122,Rafa Mir,25,"Jun 18, 1997",Spain,SEVILLA,,Centre-Forward,16.0,47,13,0,2467,0,0,1.91,"Aug 20, 2021","Jun 30, 2027",/rafa-mir/profil/spieler/361254
126,Jan Oblak,29,"Jan 7, 1993 ",Slovenia,ATLETICO MADRID,,Goalkeeper,45.0,51,0,0,4590,57,16,1.88,"Jul 16, 2014","Jun 30, 2028",/jan-oblak/profil/spieler/121483
128,Ivo Grbic,26,"Jan 18, 1996",Croatia,ATLETICO MADRID,,Goalkeeper,3.5,29,0,0,2610,35,5,1.95,"Aug 20, 2020","Jun 30, 2024",/ivo-grbic/profil/spieler/226073
129,Christian Gómez,22,"May 18, 2000",Spain,ATLETICO MADRID,,Goalkeeper,,-,0,0,0,0,0,1.87,-,"Jun 30, 2023",/christian-gomez/profil/spieler/461613
130,Alejandro Iturbe,18,"Sep 2, 2003 ",Spain,ATLETICO MADRID,,Goalkeeper,,8,0,0,720,11,3,1.86,-,"Jun 30, 2027",/alejandro-iturbe/profil/spieler/618801
131,Antonio Gomis,19,"May 20, 2003",Spain,ATLETICO MADRID,,Goalkeeper,,2,0,0,180,2,1,-,-,"Jun 30, 2025",/antonio-gomis/profil/spieler/930415
132,José María Giménez,27,"Jan 20, 1995",Uruguay,ATLETICO MADRID,,Centre-Back,50.0,33,1,1,2765,0,0,1.85,"Apr 25, 2013","Jun 30, 2025",/jose-maria-gimenez/profil/spieler/250845
133,Mario Hermoso,27,"Jun 18, 1995",Spain,ATLETICO MADRID,,Centre-Back,20.0,34,2,1,2473,0,0,1.84,"Jul 18, 2019","Jun 30, 2024",/mario-hermoso/profil/spieler/281769
134,Stefan Savic,31,"Jan 8, 1991 ",Montenegro,ATLETICO MADRID,,Centre-Back,16.0,33,0,0,2891,0,0,1.87,"Jul 20, 2015","Jun 30, 2024",/stefan-savic/profil/spieler/107010
135,Felipe,33,"May 16, 1989",Brazil,ATLETICO MADRID,,Centre-Back,6.0,35,2,1,2146,0,0,1.9,"Jul 1, 2019","Jun 30, 2024",/felipe/profil/spieler/156501
137,Marco Moreno,21,"Feb 20, 2001",Spain,ATLETICO MADRID,,Centre-Back,,-,0,0,0,0,0,1.91,-,"Jun 30, 2025",/marco-moreno/profil/spieler/534376
138,Joan Rojas,22,"Jan 14, 2000",Spain,ATLETICO MADRID,,Centre-Back,,-,0,0,0,0,0,1.85,-,"Jun 30, 2023",/joan-rojas/profil/spieler/537458
139,Manu Lama,21,"Feb 12, 2001",Spain,ATLETICO MADRID,,Centre-Back,,-,0,0,0,0,0,1.92,-,"Jun 30, 2025",/manu-lama/profil/spieler/628464
140,Ibra Cámara,19,"Jan 18, 2003",Spain,ATLETICO MADRID,,Centre-Back,,9,0,0,801,0,0,1.81,-,"Jun 30, 2023",/ibra-camara/profil/spieler/668273
141,Fran González,23,"Aug 13, 1998",Spain,ATLETICO MADRID,,Centre-Back,,-,0,0,0,0,0,1.9,-,"Jun 30, 2023",/fran-gonzalez/profil/spieler/784717
143,Reinildo Mandava,28,"Jan 21, 1994",Mozambique,ATLETICO MADRID,,Left-Back,22.0,48,1,0,3836,0,0,1.8,"Jan 31, 2022","Jun 30, 2025",/reinildo-mandava/profil/spieler/240692
147,Sergio Camus,25,"Apr 19, 1997",Spain,ATLETICO MADRID,,Right-Back,,11,0,0,667,0,0,1.76,-,-,/sergio-camus/profil/spieler/379632
148,Sergio Diez,18,"Jul 28, 2003",Spain,ATLETICO MADRID,,Right-Back,,10,1,0,825,0,0,1.78,-,"Jun 30, 2025",/sergio-diez/profil/spieler/935456
149,Geoffrey Kondogbia,29,"Feb 15, 1993",Central African Republic,ATLETICO MADRID,,Defensive Midfield,20.0,39,1,2,2602,0,0,1.88,"Nov 3, 2020","Jun 30, 2024",/geoffrey-kondogbia/profil/spieler/127189
150,Marcos Llorente,27,"Jan 30, 1995",Spain,ATLETICO MADRID,,Central Midfield,45.0,40,0,3,3246,0,0,1.84,"Jul 1, 2019","Jun 30, 2027",/marcos-llorente/profil/spieler/282411
151,Rodrigo de Paul,28,"May 24, 1994",Argentina,ATLETICO MADRID,,Central Midfield,40.0,48,4,2,2938,0,0,1.8,"Jul 12, 2021","Jun 30, 2026",/rodrigo-de-paul/profil/spieler/255901
152,Koke,30,"Jan 8, 1992 ",Spain,ATLETICO MADRID,,Central Midfield,25.0,43,1,3,3357,0,0,1.76,"Jan 1, 2011","Jun 30, 2024",/koke/profil/spieler/74229
153,Saúl Ñíguez,27,"Nov 21, 1994",Spain,ATLETICO MADRID,,Central Midfield,25.0,26,1,1,1379,0,0,1.84,"Jul 1, 2013","Jun 30, 2026",/saul-niguez/profil/spieler/148928
155,Alberto Moreno,20,"Apr 19, 2002",Spain,ATLETICO MADRID,,Central Midfield,,3,0,1,179,0,0,1.75,-,"Jun 30, 2023",/alberto-moreno/profil/spieler/568149
156,Javi Serrano,19,"Jan 16, 2003",Spain,ATLETICO MADRID,,Central Midfield,,11,1,0,419,0,0,1.78,-,"Jun 30, 2023",/javi-serrano/profil/spieler/668177
157,Pablo Barrios,19,"Jun 15, 2003",Spain,ATLETICO MADRID,,Central Midfield,,10,2,1,884,0,0,1.81,"Jan 23, 2023","Jun 30, 2028",/pablo-barrios/profil/spieler/775605
158,Thomas Lemar,26,"Nov 12, 1995",France,ATLETICO MADRID,,Attacking Midfield,40.0,35,4,6,1996,0,0,1.71,"Jul 1, 2018","Jun 30, 2027",/thomas-lemar/profil/spieler/205562
159,Yannick Carrasco,28,"Sep 4, 1993 ",Belgium,ATLETICO MADRID,,Left Winger,40.0,44,6,7,3320,0,0,1.81,"Sep 8, 2020","Jun 30, 2024",/yannick-carrasco/profil/spieler/140776
160,Ángel Correa,27,"Mar 9, 1995 ",Argentina,ATLETICO MADRID,,Right Winger,45.0,49,13,6,2424,0,0,1.71,"Jan 1, 2015","Jun 30, 2026",/angel-correa/profil/spieler/266807
161,João Félix,22,"Nov 10, 1999",Portugal,ATLETICO MADRID,,Second Striker,70.0,35,10,6,2048,0,0,1.81,"Jul 3, 2019","Jun 30, 2023",/joao-felix/profil/spieler/462250
162,Antoine Griezmann,31,"Mar 21, 1991",France,ATLETICO MADRID,,Second Striker,35.0,39,8,7,2522,0,0,1.76,"Aug 31, 2021","Jun 30, 2023",/antoine-griezmann/profil/spieler/125781
163,Matheus Cunha,23,"May 27, 1999",Brazil,ATLETICO MADRID,,Centre-Forward,30.0,38,7,7,1341,0,0,1.83,"Aug 25, 2021","Jun 30, 2023",/matheus-cunha/profil/spieler/517894
168,Carlos Martín,20,"Apr 22, 2002",Spain,ATLETICO MADRID,,Centre-Forward,,11,1,3,749,0,0,1.8,-,"Jun 30, 2026",/carlos-martin/profil/spieler/618813
169,Álex Remiro,27,"Mar 24, 1995",Spain,REAL SOCIEDAD,,Goalkeeper,22.0,42,0,0,3780,40,22,1.91,"Jul 1, 2019","Jun 30, 2027",/alex-remiro/profil/spieler/212862
171,Gaizka Ayesa,21,"Apr 2, 2001 ",Spain,REAL SOCIEDAD,,Goalkeeper,1.0,21,0,0,1857,36,1,1.82,-,"Jun 30, 2023",/gaizka-ayesa/profil/spieler/561702
172,Unai Marrero,20,"Oct 9, 2001 ",Spain,REAL SOCIEDAD,,Goalkeeper,0.15,24,0,0,2152,19,11,1.89,-,"Jun 30, 2026",/unai-marrero/profil/spieler/625657
173,Robin Le Normand,25,"Nov 11, 1996",France,REAL SOCIEDAD,,Centre-Back,30.0,48,2,2,4252,0,0,1.87,"Jul 1, 2019","Jun 30, 2026",/robin-le-normand/profil/spieler/351809
174,Aritz Elustondo,28,"Mar 28, 1994",Spain,REAL SOCIEDAD,,Centre-Back,20.0,40,4,2,2922,0,0,1.82,"Jan 4, 2016","Jun 30, 2026",/aritz-elustondo/profil/spieler/229804
175,Igor Zubeldia,25,"Mar 30, 1997",Spain,REAL SOCIEDAD,,Centre-Back,15.0,34,0,2,2220,0,0,1.81,"Jul 1, 2017","Jun 30, 2024",/igor-zubeldia/profil/spieler/355628
176,Urko González,21,"Mar 20, 2001",Spain,REAL SOCIEDAD,,Centre-Back,1.0,35,0,1,3027,0,0,1.89,-,"Jun 30, 2028",/urko-gonzalez/profil/spieler/625651
177,Jon Pacheco,21,"Jan 8, 2001 ",Spain,REAL SOCIEDAD,,Centre-Back,1.0,18,0,0,870,0,0,1.84,"Jul 1, 2022","Jun 30, 2027",/jon-pacheco/profil/spieler/580560
178,Aihen Muñoz,24,"Aug 16, 1997",Spain,REAL SOCIEDAD,,Left-Back,6.0,31,1,1,2208,0,0,1.75,"Jul 1, 2019","Jun 30, 2024",/aihen-munoz/profil/spieler/517842
179,Diego Rico,29,"Feb 23, 1993",Spain,REAL SOCIEDAD,,Left-Back,3.0,26,0,1,1922,0,0,1.83,"Jul 26, 2021","Jun 30, 2025",/diego-rico/profil/spieler/249513
181,Jonathan Gómez,18,"Sep 1, 2003 ",United States,REAL SOCIEDAD,,Left-Back,0.5,14,0,1,909,0,0,1.78,-,"Jun 30, 2025",/jonathan-gomez/profil/spieler/674501
182,Cristo Romero,22,"Apr 30, 2000",Spain,REAL SOCIEDAD,,Left-Back,0.3,18,0,2,1053,0,0,1.74,-,"Jun 30, 2024",/cristo-romero/profil/spieler/696890
183,Andoni Gorosabel,25,"Aug 4, 1996 ",Spain,REAL SOCIEDAD,,Right-Back,10.0,40,0,4,2632,0,0,1.74,"Jul 1, 2018","Jun 30, 2024",/andoni-gorosabel/profil/spieler/289255
185,Álex Sola,23,"Jun 9, 1999 ",Spain,REAL SOCIEDAD,,Right-Back,0.3,18,2,2,1116,0,0,1.78,"Jul 1, 2022","Jun 30, 2026",/alex-sola/profil/spieler/434990
186,Martín Zubimendi,23,"Feb 2, 1999 ",Spain,REAL SOCIEDAD,,Defensive Midfield,30.0,47,3,2,3325,0,0,1.81,"Sep 10, 2020","Jun 30, 2027",/martin-zubimendi/profil/spieler/423440
187,Asier Illarramendi,32,"Mar 8, 1990 ",Spain,REAL SOCIEDAD,,Defensive Midfield,3.0,10,0,0,415,0,0,1.79,"Aug 26, 2015","Jun 30, 2023",/asier-illarramendi/profil/spieler/59344
