,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
235,Malcom Musquet,20,"Apr 15, 2002",France,LENS,,Left-Back,0.1,16,1,1,1357,0,0,1.83,-,-,/malcom-musquet/profil/spieler/911512
237,Brayann Pereira,19,"May 21, 2003",France,LENS,,Right-Back,0.6,16,0,0,1202,0,0,1.72,-,"Jun 30, 2023",/brayann-pereira/profil/spieler/620317
241,Samba Sow,33,"Apr 29, 1989",Mali,LENS,,Defensive Midfield,0.2,10,0,1,725,0,0,1.85,"Jul 1, 2009",-,/samba-sow/profil/spieler/89461
242,Seko Fofana,27,"May 7, 1995 ",Cote d'Ivoire,LENS,,Central Midfield,25.0,41,10,2,3616,0,0,1.85,"Aug 18, 2020","Jun 30, 2025",/seko-fofana/profil/spieler/182893
245,Yacouba Barry,19,"Nov 25, 2002",France,LENS,,Central Midfield,0.1,21,0,0,1513,0,0,1.88,-,-,/yacouba-barry/profil/spieler/821136
246,Przemyslaw Frankowski,27,"Apr 12, 1995",Poland,LENS,,Right Midfield,8.0,40,6,5,2618,0,0,1.75,"Aug 5, 2021","Jun 30, 2026",/przemyslaw-frankowski/profil/spieler/239743
249,David Costa,21,"Jan 5, 2001 ",Portugal,LENS,,Attacking Midfield,4.5,38,4,5,1712,0,0,1.68,"Jul 1, 2020","Jun 30, 2024",/david-costa/profil/spieler/719442
250,Mohamed Cissé,21,"Apr 26, 2001",France,LENS,,Right Winger,0.2,20,1,0,977,0,0,1.71,-,-,/mohamed-cisse/profil/spieler/800246
254,Florian Sotoca,31,"Oct 25, 1990",France,LENS,,Centre-Forward,2.5,38,6,3,2687,0,0,1.87,"Jul 1, 2019","Jun 30, 2026",/florian-sotoca/profil/spieler/354726
255,Wesley Saïd,27,"Apr 19, 1995",France,LENS,,Centre-Forward,2.5,23,6,2,751,0,0,1.71,"Jul 1, 2021","Jun 30, 2026",/wesley-said/profil/spieler/182916
258,Anthony Lopes,31,"Oct 1, 1990 ",Portugal,LYON,,Goalkeeper,10.0,42,0,0,3704,51,13,1.84,"Jul 1, 2011","Jun 30, 2025",/anthony-lopes/profil/spieler/60561
259,Julian Pollersbeck,27,"Aug 16, 1994",Germany,LYON,,Goalkeeper,0.8,9,0,0,704,10,3,1.95,"Sep 18, 2020","Jun 30, 2023",/julian-pollersbeck/profil/spieler/228975
261,Kayne Bonnevie,20,"Jul 22, 2001",France,LYON,,Goalkeeper,0.25,11,0,0,990,11,4,1.91,"Jul 1, 2022","Jun 30, 2024",/kayne-bonnevie/profil/spieler/618465
262,Castello Lukeba,19,"Dec 17, 2002",France,LYON,,Centre-Back,20.0,32,2,0,2816,0,0,1.84,"Jul 1, 2021","Jun 30, 2025",/castello-lukeba/profil/spieler/618472
264,Sinaly Diomandé,21,"Apr 9, 2001 ",Cote d'Ivoire,LYON,,Centre-Back,5.0,16,0,0,846,0,0,1.84,"Jul 1, 2020","Jun 30, 2025",/sinaly-diomande/profil/spieler/702441
265,Jérôme Boateng,33,"Sep 3, 1988 ",Germany,LYON,,Centre-Back,3.5,27,0,2,1824,0,0,1.92,"Sep 1, 2021","Jun 30, 2023",/jerome-boateng/profil/spieler/26485
267,Damien Da Silva,34,"May 17, 1988",France,LYON,,Centre-Back,1.0,22,0,0,1576,0,0,1.84,"Jul 1, 2021","Jun 30, 2024",/damien-da-silva/profil/spieler/57370
269,Henrique Silva,28,"Apr 25, 1994",Brazil,LYON,,Left-Back,1.5,23,0,1,1462,0,0,1.73,"Jul 1, 2021","Jun 30, 2024",/henrique-silva/profil/spieler/204072
270,Hugo Vogel,18,"Jan 4, 2004 ",France,LYON,,Left-Back,0.5,16,0,0,1199,0,0,1.77,-,"Jun 30, 2026",/hugo-vogel/profil/spieler/743519
271,Malo Gusto,19,"May 19, 2003",France,LYON,,Right-Back,12.0,38,1,5,2413,0,0,1.79,"Jan 30, 2023","Jun 30, 2023",/malo-gusto/profil/spieler/620322
273,Irvyn Lomami,18,"Dec 30, 2003",France,LYON,,Right-Back,0.2,18,0,0,1567,0,0,1.71,-,"Jun 30, 2025",/irvyn-lomami/profil/spieler/802987
275,Thiago Mendes,30,"Mar 15, 1992",Brazil,LYON,,Defensive Midfield,9.0,37,1,1,2564,0,0,1.77,"Jul 3, 2019","Jun 30, 2025",/thiago-mendes/profil/spieler/135617
277,Maxence Caqueret,22,"Feb 15, 2000",France,LYON,,Central Midfield,25.0,39,0,1,2844,0,0,1.74,"Dec 14, 2018","Jun 30, 2027",/maxence-caqueret/profil/spieler/395237
278,Houssem Aouar,24,"Jun 30, 1998",France,LYON,,Central Midfield,25.0,45,8,4,3072,0,0,1.75,"Jul 1, 2017","Jun 30, 2023",/houssem-aouar/profil/spieler/395693
282,Noam Bonnet,20,"May 25, 2002",France,LYON,,Central Midfield,0.15,22,2,0,1773,0,0,1.77,-,"Jun 30, 2023",/noam-bonnet/profil/spieler/729677
285,Rayan Cherki,18,"Aug 17, 2003",France,LYON,,Attacking Midfield,18.0,22,2,4,862,0,0,1.76,"Jan 1, 2020","Jun 30, 2024",/rayan-cherki/profil/spieler/607223
286,Jeff Reine-Adélaïde,24,"Jan 17, 1998",France,LYON,,Attacking Midfield,14.0,13,0,1,303,0,0,1.84,"Aug 14, 2019","Jun 30, 2023",/jeff-reine-adelaide/profil/spieler/326300
287,Maxwel Cornet,25,"Sep 27, 1996",Cote d'Ivoire,LYON,,Left Winger,15.0,29,9,2,1944,0,0,1.79,"Jan 15, 2015","Jun 30, 2027",/maxwel-cornet/profil/spieler/234781
288,Karl Toko Ekambi,29,"Sep 14, 1992",Cameroon,LYON,,Left Winger,15.0,40,18,7,2930,0,0,1.82,"Jul 1, 2020","Jun 30, 2023",/karl-toko-ekambi/profil/spieler/315110
290,Bradley Barcola,19,"Sep 2, 2002 ",France,LYON,,Left Winger,1.0,27,3,6,1405,0,0,1.86,"Jan 7, 2022","Jun 30, 2026",/bradley-barcola/profil/spieler/708265
291,Madyan Sounni,19,"Dec 23, 2002",France,LYON,,Left Winger,0.15,16,1,1,814,0,0,1.78,-,"Jun 30, 2023",/madyan-sounni/profil/spieler/729680
292,Tetê,22,"Feb 15, 2000",Brazil,LYON,,Right Winger,22.0,39,12,7,2381,0,0,1.75,"Mar 31, 2022","Jun 30, 2023",/tete/profil/spieler/371256
294,Moussa Dembélé,25,"Jul 12, 1996",France,LYON,,Centre-Forward,20.0,36,22,5,2696,0,0,1.87,"Aug 31, 2018","Jun 30, 2023",/moussa-dembele/profil/spieler/229004
297,Gaël Nsombi,19,"Jan 25, 2003",France,LYON,,Centre-Forward,0.2,18,1,0,969,0,0,1.71,-,"Jun 30, 2023",/gael-nsombi/profil/spieler/744942
298,Alban Lafont,23,"Jan 23, 1999",France,NANTES,,Goalkeeper,16.0,39,0,0,3510,48,9,1.96,"Jul 1, 2021","Jun 30, 2024",/alban-lafont/profil/spieler/357117
299,Rémy Descamps,26,"Jun 25, 1996",France,NANTES,,Goalkeeper,0.8,9,0,0,810,9,5,1.96,"Jul 1, 2021","Jun 30, 2024",/remy-descamps/profil/spieler/282028
300,Denis Petric,34,"May 24, 1988",Slovenia,NANTES,,Goalkeeper,0.2,2,0,0,180,0,2,1.87,"Aug 1, 2019","Jun 30, 2023",/denis-petric/profil/spieler/28356
301,Andrei Girotto,30,"Feb 17, 1992",Brazil,NANTES,,Centre-Back,5.0,41,6,1,3600,0,0,1.86,"Aug 12, 2017","Jun 30, 2024",/andrei-girotto/profil/spieler/270051
302,Jean-Charles Castelletto,27,"Jan 26, 1995",Cameroon,NANTES,,Centre-Back,4.0,31,1,0,2782,0,0,1.86,"Jul 1, 2020","Jun 30, 2026",/jean-charles-castelletto/profil/spieler/182875
303,Nicolas Pallois,34,"Sep 19, 1987",France,NANTES,,Centre-Back,1.5,36,1,1,2991,0,0,1.89,"Jul 27, 2017","Jun 30, 2024",/nicolas-pallois/profil/spieler/139279
304,Abdoulaye Sylla,22,"Apr 10, 2000",Guinea,NANTES,,Centre-Back,0.25,17,0,1,1390,0,0,1.81,-,"Jun 30, 2024",/abdoulaye-sylla/profil/spieler/807648
305,Yannis M'Bemba,20,"Jul 1, 2001 ",France,NANTES,,Centre-Back,0.2,22,1,0,1803,0,0,1.9,-,"Jun 30, 2023",/yannis-mbemba/profil/spieler/822116
306,Robin Voisine,20,"Apr 7, 2002 ",France,NANTES,,Centre-Back,0.15,23,2,1,1872,0,0,1.88,"Jul 1, 2022","Jun 30, 2025",/robin-voisine/profil/spieler/650582
307,Quentin Merlin,20,"May 16, 2002",France,NANTES,,Left-Back,5.0,34,3,3,2464,0,0,1.73,"Jul 1, 2021","Jun 30, 2026",/quentin-merlin/profil/spieler/557613
308,Charles Traoré,30,"Jan 1, 1992 ",Mali,NANTES,,Left-Back,1.5,17,0,0,802,0,0,1.8,"Aug 31, 2018","Jun 30, 2023",/charles-traore/profil/spieler/394906
309,Dennis Appiah,30,"Jun 9, 1992 ",France,NANTES,,Right-Back,2.0,37,0,0,2387,0,0,1.79,"Jul 1, 2019","Jun 30, 2025",/dennis-appiah/profil/spieler/111038
310,Fábio,31,"Jul 9, 1990 ",Brazil,NANTES,,Right-Back,1.8,30,0,4,1769,0,0,1.72,"Jul 18, 2018","Dec 31, 2024",/fabio/profil/spieler/61891
311,Sébastien Corchia,31,"Nov 1, 1990 ",France,NANTES,,Right-Back,1.8,33,0,3,1536,0,0,1.76,"Oct 7, 2020","Jun 30, 2023",/sebastien-corchia/profil/spieler/102744
312,Lohann Doucet,19,"Sep 14, 2002",France,NANTES,,Defensive Midfield,0.15,21,0,0,1404,0,0,1.8,"Jul 1, 2022","Jun 30, 2025",/lohann-doucet/profil/spieler/830265
313,Pedro Chirivella,25,"May 23, 1997",Spain,NANTES,,Central Midfield,7.0,36,3,1,3071,0,0,1.78,"Jul 1, 2020","Jun 30, 2026",/pedro-chirivella/profil/spieler/242273
315,Samuel Moutoussamy,25,"Aug 12, 1996",DR Congo,NANTES,,Central Midfield,3.0,34,1,1,1787,0,0,1.76,"Sep 6, 2017","Jun 30, 2024",/samuel-moutoussamy/profil/spieler/353403
316,Mohamed Achi,20,"Jan 16, 2002",France,NANTES,,Central Midfield,0.3,25,3,6,2122,0,0,1.81,"Jul 1, 2022","Jun 30, 2023",/mohamed-achi/profil/spieler/855158
317,Ludovic Blas,24,"Dec 31, 1997",France,NANTES,,Attacking Midfield,16.0,41,15,5,3442,0,0,1.8,"Sep 2, 2019","Jun 30, 2024",/ludovic-blas/profil/spieler/288225
319,Gor Manvelyan,20,"Apr 9, 2002 ",France,NANTES,,Attacking Midfield,0.4,19,1,3,1193,0,0,1.8,"Jul 1, 2021","Jun 30, 2024",/gor-manvelyan/profil/spieler/773795
320,Moses Simon,26,"Jul 12, 1995",Nigeria,NANTES,,Left Winger,10.0,34,6,8,2665,0,0,1.68,"Jul 1, 2020","Jun 30, 2024",/moses-simon/profil/spieler/274862
324,Marcus Coco,26,"Jun 24, 1996",France,NANTES,,Right Winger,2.0,28,1,1,1122,0,0,1.84,"Jul 16, 2019","Jun 30, 2023",/marcus-coco/profil/spieler/353365
329,Léo Jardim,27,"Mar 20, 1995",Brazil,LILLE,,Goalkeeper,4.0,20,0,0,1800,24,9,1.88,"Jul 13, 2019","Dec 31, 2025",/leo-jardim/profil/spieler/288415
332,Adam Jakubech,25,"Jan 2, 1997 ",Slovakia,LILLE,,Goalkeeper,0.5,-,0,0,0,0,0,1.88,"Jul 26, 2017","Jun 30, 2025",/adam-jakubech/profil/spieler/258267
333,Jules Raux,18,"Aug 29, 2003",France,LILLE,,Goalkeeper,0.15,4,0,0,360,5,2,1.89,-,-,/jules-raux/profil/spieler/707245
335,Tiago Djaló,22,"Apr 9, 2000 ",Portugal,LILLE,,Centre-Back,12.0,38,1,1,3131,0,0,1.9,"Aug 1, 2019","Jun 30, 2024",/tiago-djalo/profil/spieler/420465
337,José Fonte,38,"Dec 22, 1983",Portugal,LILLE,,Centre-Back,0.8,49,0,2,4410,0,0,1.87,"Jul 15, 2018","Jun 30, 2023",/jose-fonte/profil/spieler/33829
338,Maxime Wackers,24,"Jan 1, 1998 ",France,LILLE,,Centre-Back,0.15,2,0,0,180,0,0,1.84,-,-,/maxime-wackers/profil/spieler/798894
339,Leny Yoro,16,"Nov 13, 2005",France,LILLE,,Centre-Back,0.15,5,0,0,200,0,0,1.9,"Jul 1, 2022","Jun 30, 2025",/leny-yoro/profil/spieler/923831
341,Gabriel Gudmundsson,23,"Apr 29, 1999",Sweden,LILLE,,Left-Back,6.0,39,1,0,1954,0,0,1.8,"Aug 31, 2021","Jun 30, 2026",/gabriel-gudmundsson/profil/spieler/362108
345,Simon Ramet,19,"Mar 13, 2003",France,LILLE,,Right-Back,0.15,3,0,0,196,0,0,1.7,-,-,/simon-ramet/profil/spieler/707231
346,Benjamin André,31,"Aug 3, 1990 ",France,LILLE,,Defensive Midfield,12.0,42,2,1,3509,0,0,1.8,"Jul 17, 2019","Jun 30, 2026",/benjamin-andre/profil/spieler/84301
348,Jean Onana,22,"Jan 8, 2000 ",Cameroon,LILLE,,Defensive Midfield,5.0,23,3,2,1845,0,0,1.89,"Jan 31, 2020","Jun 30, 2027",/jean-onana/profil/spieler/656441
352,Ugo Raghouber,18,"Jul 13, 2003",France,LILLE,,Central Midfield,0.25,6,0,0,458,0,0,1.8,-,"Jun 30, 2024",/ugo-raghouber/profil/spieler/707230
353,Rocco Ascone,18,"Sep 12, 2003",France,LILLE,,Central Midfield,0.2,5,1,1,345,0,0,1.8,-,"Jun 30, 2023",/rocco-ascone/profil/spieler/620318
354,Carlos Baleba,18,"Jan 3, 2004 ",Cameroon,LILLE,,Central Midfield,0.15,-,0,0,0,0,0,1.79,"Jul 1, 2022","Jun 30, 2026",/carlos-baleba/profil/spieler/973085
356,Angel Gomes,21,"Aug 31, 2000",England,LILLE,,Attacking Midfield,7.0,30,3,2,1255,0,0,1.68,"Aug 9, 2020","Jun 30, 2025",/angel-gomes/profil/spieler/392770
358,Exaucé Mpembele Boula,20,"May 15, 2002",France,LILLE,,Attacking Midfield,0.2,7,2,1,601,0,0,1.85,-,-,/exauce-mpembele-boula/profil/spieler/538972
359,Jonathan Bamba,26,"Mar 26, 1996",France,LILLE,,Left Winger,17.0,39,1,4,3085,0,0,1.75,"Jul 2, 2018","Jun 30, 2023",/jonathan-bamba/profil/spieler/292818
360,Capita,20,"Jan 10, 2002",Angola,LILLE,,Left Winger,0.175,11,4,1,555,0,0,1.71,-,"Jun 30, 2025",/capita/profil/spieler/666545
361,Joffrey Bazie,18,"Oct 27, 2003",Burkina Faso,LILLE,,Left Winger,,-,0,0,0,0,0,1.79,-,"Jun 30, 2026",/joffrey-bazie/profil/spieler/854488
363,Timothy Weah,22,"Feb 22, 2000",United States,LILLE,,Right Winger,12.0,35,3,5,1888,0,0,1.83,"Jul 1, 2019","Jun 30, 2024",/timothy-weah/profil/spieler/370846
364,Luiz Araújo,26,"Jun 2, 1996 ",Brazil,LILLE,,Right Winger,10.0,31,6,5,2433,0,0,1.75,"Jul 1, 2017",-,/luiz-araujo/profil/spieler/435485
365,Edon Zhegrova,23,"Mar 31, 1999",Kosovo,LILLE,,Right Winger,5.0,29,6,7,1282,0,0,1.81,"Jan 14, 2022","Jun 30, 2026",/edon-zhegrova/profil/spieler/496857
366,Isaac Lihadji,20,"Apr 10, 2002",France,LILLE,,Right Winger,3.5,18,1,4,309,0,0,1.77,"Jul 2, 2020","Jun 30, 2025",/isaac-lihadji/profil/spieler/557610
367,Jonathan David,22,"Jan 14, 2000",Canada,LILLE,,Centre-Forward,45.0,48,19,0,3655,0,0,1.75,"Aug 11, 2020","Jun 30, 2025",/jonathan-david/profil/spieler/533738
369,Bica,19,"Jun 16, 2003",Portugal,LILLE,,Centre-Forward,0.3,6,3,1,448,0,0,1.8,-,"Jun 30, 2023",/bica/profil/spieler/743987
370,Marco Bizot,31,"Mar 10, 1991",Netherlands,BRESTOIS,,Goalkeeper,4.5,38,0,0,3420,57,7,1.93,"Aug 4, 2021","Jun 30, 2024",/marco-bizot/profil/spieler/124884
373,Grégoire Coudert,23,"Apr 3, 1999 ",France,BRESTOIS,,Goalkeeper,0.2,18,0,0,1620,26,5,1.88,"Jul 5, 2021","Jun 30, 2023",/gregoire-coudert/profil/spieler/525155
374,Brendan Chardonnet,27,"Dec 22, 1994",France,BRESTOIS,,Centre-Back,5.0,35,3,0,2957,0,0,1.84,"Jul 1, 2013","Jun 30, 2025",/brendan-chardonnet/profil/spieler/250779
375,Jean-Kévin Duverne,24,"Jul 12, 1997",France,BRESTOIS,,Centre-Back,4.0,40,1,3,3270,0,0,1.84,"Sep 2, 2019","Jun 30, 2023",/jean-kevin-duverne/profil/spieler/344864
376,Lilian Brassier,22,"Nov 2, 1999 ",France,BRESTOIS,,Centre-Back,4.0,34,1,0,2525,0,0,1.86,"Jul 1, 2021","Jun 30, 2024",/lilian-brassier/profil/spieler/485960
377,Christophe Hérelle,29,"Aug 22, 1992",Martinique,BRESTOIS,,Centre-Back,4.0,24,0,0,2028,0,0,1.88,"Aug 11, 2020","Jun 30, 2024",/christophe-herelle/profil/spieler/170544
380,Jere Uronen,27,"Jul 13, 1994",Finland,BRESTOIS,,Left-Back,2.0,18,1,0,998,0,0,1.77,"Jul 20, 2021","Jun 30, 2023",/jere-uronen/profil/spieler/131827
385,Haris Belkebla,28,"Jan 28, 1994",Algeria,BRESTOIS,,Central Midfield,4.0,32,0,0,2402,0,0,1.77,"Jul 1, 2018","Jun 30, 2023",/haris-belkebla/profil/spieler/138055
386,Hugo Magnetti,24,"May 30, 1998",France,BRESTOIS,,Central Midfield,2.0,29,0,1,1498,0,0,1.8,"Jul 1, 2018","Jun 30, 2026",/hugo-magnetti/profil/spieler/474662
389,Romain Del Castillo,26,"Mar 29, 1996",France,BRESTOIS,,Right Midfield,3.0,24,1,7,1106,0,0,1.72,"Aug 31, 2021","Jun 30, 2024",/romain-del-castillo/profil/spieler/353399
391,Axel Camblan,19,"Jun 18, 2003",France,BRESTOIS,,Attacking Midfield,0.1,24,12,6,1838,0,0,1.69,"Jul 1, 2022","Jun 30, 2023",/axel-camblan/profil/spieler/924800
394,Franck Honorat,25,"Aug 11, 1996",France,BRESTOIS,,Right Winger,10.0,37,11,6,3106,0,0,1.8,"Jul 1, 2020","Jun 30, 2025",/franck-honorat/profil/spieler/229006
396,Steve Mounié,27,"Sep 29, 1994",Benin,BRESTOIS,,Centre-Forward,7.0,38,10,2,2518,0,0,1.9,"Sep 9, 2020","Jun 30, 2024",/steve-mounie/profil/spieler/238639
397,Irvin Cardona,24,"Aug 8, 1997 ",France,BRESTOIS,,Centre-Forward,4.5,37,5,2,1726,0,0,1.85,"Aug 12, 2019","Jun 30, 2027",/irvin-cardona/profil/spieler/342226
398,Jérémy Le Douaron,24,"Apr 21, 1998",France,BRESTOIS,,Centre-Forward,3.0,35,6,4,1559,0,0,1.89,"Jul 1, 2020","Jun 30, 2026",/jeremy-le-douaron/profil/spieler/737781
401,Yehvann Diouf,22,"Nov 16, 1999",France,REIMS,,Goalkeeper,0.5,8,0,0,720,9,4,1.84,"Jul 1, 2019","Jun 30, 2024",/yehvann-diouf/profil/spieler/448632
402,Nicolas Penneteau,41,"Feb 28, 1981",France,REIMS,,Goalkeeper,0.15,-,0,0,0,0,0,1.85,"Jul 1, 2021","Jun 30, 2023",/nicolas-penneteau/profil/spieler/5578
405,Yunis Abdelhamid,34,"Sep 28, 1987",Morocco,REIMS,,Centre-Back,1.2,37,2,0,3254,0,0,1.9,"Jul 1, 2017","Jun 30, 2024",/yunis-abdelhamid/profil/spieler/199704
407,Enzo Valentim,21,"Sep 11, 2000",France,REIMS,,Centre-Back,0.2,21,1,0,1890,0,0,-,-,-,/enzo-valentim/profil/spieler/502511
409,Bradley Locko,20,"May 6, 2002 ",France,REIMS,,Left-Back,2.0,28,1,1,1362,0,0,1.8,"Jul 1, 2021","Jun 30, 2023",/bradley-locko/profil/spieler/805908
410,Thomas Foket,27,"Sep 25, 1994",Belgium,REIMS,,Right-Back,5.0,29,1,1,2239,0,0,1.77,"Aug 31, 2018","Jun 30, 2025",/thomas-foket/profil/spieler/215114
413,Ibrahim Diakité,18,"Oct 31, 2003",Guinea,REIMS,,Right-Back,0.2,28,0,1,2359,0,0,1.78,"Jul 1, 2022","Jun 30, 2023",/ibrahim-diakite/profil/spieler/919173
414,Azor Matusiwa,24,"Apr 28, 1998",Netherlands,REIMS,,Defensive Midfield,7.0,33,1,1,2828,0,0,1.73,"Aug 31, 2021","Jun 30, 2026",/azor-matusiwa/profil/spieler/315145
415,Jens Cajuste,22,"Aug 10, 1999",Sweden,REIMS,,Defensive Midfield,5.0,19,2,0,785,0,0,1.88,"Jan 10, 2022","Jun 30, 2026",/jens-cajuste/profil/spieler/468066
416,Marshall Munetsi,26,"Jun 22, 1996",Zimbabwe,REIMS,,Defensive Midfield,5.0,24,5,2,1883,0,0,1.88,"Jul 1, 2019","Jun 30, 2026",/marshall-munetsi/profil/spieler/414908
417,Dion Lopy,20,"Feb 2, 2002 ",Senegal,REIMS,,Defensive Midfield,2.5,29,0,0,1849,0,0,1.86,"Jul 1, 2021","Jun 30, 2024",/dion-lopy/profil/spieler/649033
419,Xavier Chavalerin,31,"Mar 7, 1991 ",France,REIMS,,Central Midfield,3.5,38,5,2,2975,0,0,1.79,"Jul 1, 2017","Jun 30, 2024",/xavier-chavalerin/profil/spieler/118278
422,Martin Adeline,18,"Dec 2, 2003 ",France,REIMS,,Central Midfield,0.8,24,2,1,1426,0,0,1.8,"Jul 1, 2022","Jun 30, 2023",/martin-adeline/profil/spieler/814976
424,Kamory Doumbia,19,"Feb 18, 2003",Mali,REIMS,,Attacking Midfield,1.0,24,10,4,1727,0,0,1.7,"Jul 1, 2022","Jun 30, 2025",/kamory-doumbia/profil/spieler/671594
425,Samuel Koeberlé,17,"Nov 26, 2004",France,REIMS,,Attacking Midfield,0.15,21,1,1,1511,0,0,-,-,-,/samuel-koeberle/profil/spieler/926235
426,Nathanaël Mbuku,20,"Mar 16, 2002",France,REIMS,,Left Winger,8.0,33,2,1,1520,0,0,1.7,"Jul 1, 2019","Jun 30, 2027",/nathanael-mbuku/profil/spieler/557614
428,Arbër Zeneli,27,"Feb 25, 1995",Kosovo,REIMS,,Left Winger,4.5,10,2,3,437,0,0,1.76,"Jan 26, 2019","Jun 30, 2025",/arber-zeneli/profil/spieler/222876
430,Mitchell van Bergen,22,"Aug 27, 1999",Netherlands,REIMS,,Left Winger,2.0,25,1,2,1381,0,0,1.7,"Aug 27, 2021","Jun 30, 2025",/mitchell-van-bergen/profil/spieler/393239
432,Alexis Flips,22,"Jan 18, 2000",France,REIMS,,Right Winger,2.5,30,2,4,1440,0,0,1.73,"Jul 1, 2021","Jun 30, 2024",/alexis-flips/profil/spieler/395242
434,Noa Cervantes,19,"Apr 16, 2003",Algeria,REIMS,,Right Winger,0.3,15,7,2,1246,0,0,1.78,-,"Jun 30, 2023",/noa-cervantes/profil/spieler/659517
437,Kaj Sierhuis,24,"Apr 27, 1998",Netherlands,REIMS,,Centre-Forward,2.3,21,4,3,1559,0,0,1.8,"Jan 31, 2020","Jun 30, 2024",/kaj-sierhuis/profil/spieler/315283
440,Jonas Omlin,28,"Jan 10, 1994",Switzerland,MONTPELLIER,,Goalkeeper,8.0,30,0,0,2679,41,10,1.9,"Aug 15, 2020","Jun 30, 2027",/jonas-omlin/profil/spieler/247915
441,Dimitry Bertaud,24,"Jun 6, 1998 ",France,MONTPELLIER,,Goalkeeper,1.5,16,0,0,1281,27,5,1.8,"Jul 1, 2017","Jun 30, 2025",/dimitry-bertaud/profil/spieler/371816
442,Matis Carvalho,23,"Apr 28, 1999",Portugal,MONTPELLIER,,Goalkeeper,0.2,15,0,0,1350,20,4,1.86,"Jul 1, 2019","Jun 30, 2023",/matis-carvalho/profil/spieler/478346
443,Maxime Estève,20,"May 26, 2002",France,MONTPELLIER,,Centre-Back,4.5,24,0,0,1856,0,0,1.93,"Jul 1, 2021","Jun 30, 2025",/maxime-esteve/profil/spieler/842341
444,Mamadou Sakho,32,"Feb 13, 1990",France,MONTPELLIER,,Centre-Back,4.5,32,0,1,2848,0,0,1.87,"Jul 27, 2021","Jun 30, 2024",/mamadou-sakho/profil/spieler/47713
445,Pedro Mendes,31,"Oct 1, 1990 ",Portugal,MONTPELLIER,,Centre-Back,4.0,2,0,0,76,0,0,1.86,"Jul 18, 2017","Jun 30, 2023",/pedro-mendes/profil/spieler/72857
447,Enzo Tchato,19,"Nov 23, 2002",Cameroon,MONTPELLIER,,Centre-Back,0.25,20,0,2,1800,0,0,1.82,"Jul 1, 2022","Jun 30, 2025",/enzo-tchato/profil/spieler/842338
448,Redouane Halhal,19,"Mar 5, 2003 ",Morocco,MONTPELLIER,,Centre-Back,0.1,17,0,0,1378,0,0,1.87,-,-,/redouane-halhal/profil/spieler/913660
449,Nicolas Cozza,23,"Jan 8, 1999 ",France,MONTPELLIER,,Left-Back,5.0,37,2,2,2968,0,0,1.78,"Jul 1, 2017","Jun 30, 2027",/nicolas-cozza/profil/spieler/485965
452,Thibault Tamas,21,"Feb 20, 2001",France,MONTPELLIER,,Left-Back,0.2,4,0,0,288,0,0,1.78,"Sep 27, 2019","Jun 30, 2023",/thibault-tamas/profil/spieler/569374
454,Arnaud Souquet,30,"Feb 12, 1992",France,MONTPELLIER,,Right-Back,2.5,37,1,3,2532,0,0,1.79,"Aug 6, 2019","Dec 31, 2025",/arnaud-souquet/profil/spieler/111058
455,Thibaut Vargas,22,"May 22, 2000",France,MONTPELLIER,,Right-Back,0.6,28,4,3,2392,0,0,1.75,"Jul 1, 2019","Jun 30, 2023",/thibaut-vargas/profil/spieler/627463
