,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,href,join,contract
141,Alessandro Florenzi,31,"Mar 11, 1991",Italy,ROMA,2.7,Right-Back,2.5,30,2,0,1418,0,0,1.73,/alessandro-florenzi/profil/spieler/130365,"Jul 2, 2012","Jun 30, 2023"
142,Riccardo Ciervo,20,"Apr 1, 2002 ",Italy,ROMA,2.0,Left Winger,1.5,12,0,2,294,0,0,1.9,/riccardo-ciervo/profil/spieler/628558,"Jul 1, 2021","Jun 30, 2024"
143,Amadou Diawara,25,"Jul 17, 1997",Guinea,ROMA,1.5,Defensive Midfield,4.0,8,0,1,306,0,0,1.83,/amadou-diawara/profil/spieler/355501,"Jul 1, 2019","Jun 30, 2025"
144,Riccardo Calafiori,20,"May 19, 2002",Italy,ROMA,1.0,Left-Back,3.5,12,0,2,509,0,0,1.88,/riccardo-calafiori/profil/spieler/502821,"Sep 1, 2020","Jun 30, 2025"
145,Carles Pérez,24,"Feb 16, 1998",Spain,ROMA,1.0,Right Winger,4.0,28,3,1,993,0,0,1.73,/carles-perez/profil/spieler/282810,"Sep 1, 2020","Jun 30, 2023"
146,Tommaso Milanese,19,"Jul 31, 2002",Italy,ROMA,0.75,Central Midfield,1.5,35,1,1,2286,0,0,1.73,/tommaso-milanese/profil/spieler/538569,"Jun 30, 2022","Jun 30, 2024"
147,Daniel Fuzato,24,"Jul 4, 1997 ",Brazil,ROMA,out,Goalkeeper,1.0,1,0,0,90,2,0,1.9,/daniel-fuzato/profil/spieler/438682,"Jul 9, 2018","Jun 30, 2025"
148,Stefano Greco,23,"Feb 21, 1999",Italy,ROMA,out,Goalkeeper,0.2,11,0,0,990,0,0,-,/stefano-greco/profil/spieler/319177,"Jun 30, 2020","Jun 30, 2023"
149,Henrikh Mkhitaryan,33,"Jan 21, 1989",Armenia,ROMA,out,Attacking Midfield,6.0,44,5,9,3360,0,0,1.77,/henrikh-mkhitaryan/profil/spieler/55735,"Sep 1, 2020","Jun 30, 2024"
150,Alessio Riccardi,21,"Apr 3, 2001 ",Italy,ROMA,out,Attacking Midfield,0.35,3,2,1,216,0,0,1.78,/alessio-riccardi/profil/spieler/421765,"Jul 1, 2020","Jun 30, 2023"
151,Salvatore Pezzella,22,"Mar 11, 2000",Italy,ROMA,out,Defensive Midfield,0.175,29,1,2,1862,0,0,1.78,/salvatore-pezzella/profil/spieler/421871,"Jun 30, 2020","Jun 30, 2023"
152,Justin Kluivert,23,"May 5, 1999 ",Netherlands,ROMA,out,Left Winger,14.0,31,6,6,2129,0,0,1.72,/justin-kluivert/profil/spieler/330659,"Jul 1, 2018","Jun 30, 2024"
153,Devid Eugene Bouah,21,"Aug 13, 2001",Italy,ROMA,out,Right-Back,0.2,21,0,1,1188,0,0,1.83,/devid-eugene-bouah/profil/spieler/457235,"Jun 30, 2021","Jun 30, 2024"
154,Bryan Reynolds,21,"Jun 28, 2001",United States,ROMA,out,Right-Back,2.5,12,1,0,768,0,0,1.85,/bryan-reynolds/profil/spieler/475208,"Jul 1, 2021","Jun 30, 2023"
155,Ruben Providence,21,"Jul 7, 2001 ",France,ROMA,out,Left Winger,0.3,5,0,0,100,0,0,1.78,/ruben-providence/profil/spieler/536520,"Jul 1, 2021","Jun 30, 2024"
156,Gonzalo Villar,24,"Mar 23, 1998",Spain,ROMA,out,Central Midfield,4.5,16,0,1,496,0,0,1.81,/gonzalo-villar/profil/spieler/398163,"Jan 30, 2020","Jun 30, 2023"
157,Davide Santon,31,"Jan 2, 1991 ",Italy,ROMA,out,Left-Back,,0,0,0,0,0,0,1.87,/davide-santon/profil/spieler/84344,"Jul 1, 2018",-
161,Federico Chiesa,24,"Oct 25, 1997",Italy,FIORENTINA,42.5,Left Winger,60.0,18,4,4,1204,0,0,1.75,/federico-chiesa/profil/spieler/341092,"Jul 1, 2016","Jun 30, 2023"
162,Erick Pulgar,28,"Jan 15, 1994",Chile,FIORENTINA,2.8,Defensive Midfield,6.0,27,0,1,1436,0,0,1.87,/erick-pulgar/profil/spieler/215616,"Aug 9, 2019","Dec 31, 2025"
163,Bartlomiej Dragowski,24,"Aug 19, 1997",Poland,FIORENTINA,1.95,Goalkeeper,4.5,9,0,0,692,11,3,1.91,/bartlomiej-dragowski/profil/spieler/208166,"Jul 4, 2016","Jun 30, 2025"
164,Daniele Ghilardi,19,"Jan 6, 2003 ",Italy,FIORENTINA,0.5,Centre-Back,0.225,23,2,0,1492,0,0,-,/daniele-ghilardi/profil/spieler/701819,"Jun 30, 2022","Jun 30, 2023"
165,Matija Nastasić,29,"Mar 28, 1993",Serbia,FIORENTINA,out,Centre-Back,1.5,6,0,0,306,0,0,1.88,/matija-nastasi%C4%87/profil/spieler/143559,"Aug 21, 2021","Jun 30, 2023"
166,José Callejón,35,"Feb 11, 1987",Spain,FIORENTINA,out,Right Winger,1.2,33,1,3,1455,0,0,1.78,/jose-callejon/profil/spieler/61253,"Oct 5, 2020","Jun 30, 2023"
167,Simone Ghidotti,22,"Mar 19, 2000",Italy,FIORENTINA,out,Goalkeeper,0.4,38,0,0,3420,44,12,1.93,/simone-ghidotti/profil/spieler/357983,"Jul 1, 2018","Jun 30, 2023"
168,Alessandro Lovisa,20,"Aug 22, 2001",Italy,FIORENTINA,out,Central Midfield,0.35,18,1,1,1322,0,0,1.88,/alessandro-lovisa/profil/spieler/565041,"Jun 30, 2021","Jun 30, 2024"
169,Tòfol Montiel,22,"Apr 11, 2000",Spain,FIORENTINA,out,Right Winger,0.15,25,1,1,626,0,0,1.78,/tofol-montiel/profil/spieler/573979,"Jul 1, 2019","Jun 30, 2023"
170,Christian Koffi,21,"Aug 28, 2000",France,FIORENTINA,out,Left Winger,0.15,18,1,0,1112,0,0,1.73,/christian-koffi/profil/spieler/460658,"Jan 31, 2021","Jun 30, 2023"
171,Andrea Poggesi,20,"Apr 11, 2002",Italy,FIORENTINA,out,Right-Back,0.075,36,5,3,2635,0,0,-,/andrea-poggesi/profil/spieler/610392,"Jun 30, 2022","Jun 30, 2023"
172,Federico Brancolini,20,"Jul 14, 2001",Italy,FIORENTINA,out,Goalkeeper,0.2,0,0,0,0,0,0,1.92,/federico-brancolini/profil/spieler/451154,"Jul 1, 2019","Jun 30, 2023"
173,Aleksandr Kokorin,31,"Mar 19, 1991",Russia,FIORENTINA,out,Second Striker,0.8,7,0,0,125,0,0,1.84,/aleksandr-kokorin/profil/spieler/89086,"Jan 27, 2021","Jun 30, 2023"
174,Eduard Dutu,21,"Apr 18, 2001",Romania,FIORENTINA,out,Centre-Back,0.1,26,0,1,1806,0,0,1.89,/eduard-dutu/profil/spieler/459707,"Jun 30, 2022","Jun 30, 2023"
175,Gabriele Ferrarini,22,"Apr 9, 2000 ",Italy,FIORENTINA,out,Right-Back,0.7,32,1,1,1412,0,0,1.8,/gabriele-ferrarini/profil/spieler/392033,"Jun 30, 2020","Jun 30, 2023"
176,Edoardo Pierozzi,20,"Sep 12, 2001",Italy,FIORENTINA,out,Right-Back,0.45,21,1,2,1126,0,0,1.82,/edoardo-pierozzi/profil/spieler/534083,"Jul 18, 2021","Jun 30, 2024"
177,Jacob Rasmussen,25,"May 28, 1997",Denmark,FIORENTINA,out,Centre-Back,3.5,39,1,2,3184,0,0,1.9,/jacob-rasmussen/profil/spieler/283233,"Jan 30, 2019","Jun 30, 2024"
178,Gabriele Gori,23,"Feb 13, 1999",Italy,FIORENTINA,out,Centre-Forward,0.65,18,5,2,1515,0,0,1.87,/gabriele-gori/profil/spieler/315859,"Jul 1, 2018","Jun 30, 2023"
179,Niccolò Pierozzi,20,"Sep 12, 2001",Italy,FIORENTINA,out,Right-Back,1.6,39,8,4,3255,0,0,1.84,/niccolo-pierozzi/profil/spieler/534084,"Jun 30, 2022","Jun 30, 2024"
180,Samuele Spalluto,21,"Feb 15, 2001",Italy,FIORENTINA,out,Centre-Forward,0.3,30,11,1,2043,0,0,1.83,/samuele-spalluto/profil/spieler/499830,"Jun 30, 2022","Jun 30, 2023"
181,Christian Dalle Mura,20,"Feb 2, 2002 ",Italy,FIORENTINA,out,Centre-Back,1.3,17,0,0,1329,0,0,1.85,/christian-dalle-mura/profil/spieler/487829,"Sep 1, 2020","Jun 30, 2023"
182,Antonio Rosati,39,"Jun 26, 1983",Italy,FIORENTINA,out,Goalkeeper,,1,0,0,90,1,0,1.95,/antonio-rosati/profil/spieler/6442,"Feb 1, 2021",-
183,Andrea Milani,20,"Jan 18, 2002",Italy,FIORENTINA,out,Left Winger,0.05,13,0,1,330,0,0,-,/andrea-milani/profil/spieler/610395,"Jan 5, 2022","Jun 30, 2023"
187,Cristian Romero,24,"Apr 27, 1998",Argentina,ATALANTA,50.0,Centre-Back,60.0,30,1,0,2551,0,0,1.85,/cristian-romero/profil/spieler/355915,"Sep 5, 2020","Jun 30, 2026"
188,Remo Freuler,30,"Apr 15, 1992",Switzerland,ATALANTA,9.0,Central Midfield,13.0,43,2,6,3528,0,0,1.8,/remo-freuler/profil/spieler/148252,"Jan 19, 2016","Jun 30, 2025"
189,Andrea Colpani,23,"May 11, 1999",Italy,ATALANTA,9.0,Central Midfield,2.5,37,5,1,1765,0,0,1.84,/andrea-colpani/profil/spieler/392959,"Aug 31, 2020","Jun 30, 2024"
190,Matteo Lovato,22,"Feb 14, 2000",Italy,ATALANTA,7.0,Centre-Back,6.5,23,0,1,1587,0,0,1.88,/matteo-lovato/profil/spieler/459655,"Jul 31, 2021","Jun 30, 2027"
191,Davide Bettella,22,"Apr 7, 2000 ",Italy,ATALANTA,5.0,Centre-Back,1.7,9,0,1,245,0,0,1.85,/davide-bettella/profil/spieler/357995,"Jul 1, 2018","Jun 30, 2023"
192,Bosko Sutalo,22,"Jan 1, 2000 ",Croatia,ATALANTA,4.05,Centre-Back,3.0,25,0,0,995,0,0,1.88,/bosko-sutalo/profil/spieler/431698,"Jan 30, 2020","Jun 30, 2027"
193,Filippo Melegoni,23,"Feb 18, 1999",Italy,ATALANTA,4.0,Central Midfield,1.8,27,1,0,1122,0,0,1.86,/filippo-melegoni/profil/spieler/315862,"Jul 1, 2017","Jun 30, 2023"
194,Arkadiusz Reca,27,"Jun 17, 1995",Poland,ATALANTA,3.9,Left-Back,3.0,26,0,2,1802,0,0,1.87,/arkadiusz-reca/profil/spieler/268178,"Jul 1, 2018","Jun 30, 2023"
195,Matteo Pessina,25,"Apr 21, 1997",Italy,ATALANTA,3.2,Attacking Midfield,14.0,37,2,1,1936,0,0,1.87,/matteo-pessina/profil/spieler/332179,"Jul 7, 2017","Jun 30, 2023"
196,Luca Valzania,26,"Mar 5, 1996 ",Italy,ATALANTA,3.0,Central Midfield,0.9,29,1,2,1694,0,0,1.84,/luca-valzania/profil/spieler/287663,"Jul 1, 2015","Jun 30, 2023"
197,Enrico Del Prato,22,"Nov 10, 1999",Italy,ATALANTA,2.75,Right-Back,2.4,34,1,2,2862,0,0,1.83,/enrico-del-prato/profil/spieler/392956,-,-
198,Rodrigo Guth,21,"Nov 10, 2000",Brazil,ATALANTA,1.1,Centre-Back,2.0,24,1,0,1868,0,0,1.91,/rodrigo-guth/profil/spieler/492313,"Jun 30, 2021","Jun 30, 2025"
199,Aleksey Miranchuk,26,"Oct 17, 1995",Russia,ATALANTA,0.98,Attacking Midfield,10.0,25,2,5,943,0,0,1.82,/aleksey-miranchuk/profil/spieler/255450,"Sep 4, 2020","Jun 30, 2023"
200,Nicolò Cambiaghi,21,"Dec 28, 2000",Italy,ATALANTA,0.5,Left Winger,2.0,37,7,5,2822,0,0,1.73,/nicolo-cambiaghi/profil/spieler/459151,"Jun 30, 2022","Jun 30, 2024"
201,Sam Lammers,25,"Apr 30, 1997",Netherlands,ATALANTA,0.5,Centre-Forward,2.8,24,2,0,830,0,0,1.91,/sam-lammers/profil/spieler/386914,"Sep 22, 2020","Jun 29, 2023"
202,Moustapha Cissé,18,"Sep 14, 2003",Guinea,ATALANTA,0.5,Centre-Forward,1.0,18,15,2,1166,0,0,1.82,/moustapha-cisse/profil/spieler/988862,"Jul 1, 2022","Jun 30, 2023"
203,Pierluigi Gollini,27,"Mar 18, 1995",Italy,ATALANTA,0.49,Goalkeeper,5.0,10,0,0,900,11,2,1.94,/pierluigi-gollini/profil/spieler/244192,"Jan 13, 2017","Jun 30, 2024"
204,Olaf Kobacki,20,"Jul 10, 2001",Poland,ATALANTA,0.18,Attacking Midfield,0.45,28,6,4,2091,0,0,1.78,/olaf-kobacki/profil/spieler/407734,"Jun 30, 2022","Jun 30, 2023"
205,Anton Kresic,26,"Jan 29, 1996",Croatia,ATALANTA,0.15,Centre-Back,0.6,36,4,2,2860,0,0,1.98,/anton-kresic/profil/spieler/226080,"Jun 30, 2017","Jun 30, 2024"
206,Giorgio Cittadini,20,"Apr 18, 2002",Italy,ATALANTA,0.15,Centre-Back,2.0,20,0,2,1342,0,0,1.93,/giorgio-cittadini/profil/spieler/616628,"Jul 1, 2022","Jun 30, 2023"
207,Salvatore Elia,23,"Jun 30, 1999",Italy,ATALANTA,0.15,Right Winger,0.8,30,1,2,1682,0,0,1.83,/salvatore-elia/profil/spieler/392963,"Aug 31, 2020","Jun 30, 2025"
208,Viktor Kovalenko,26,"Feb 14, 1996",Ukraine,ATALANTA,0.095,Attacking Midfield,2.0,27,1,4,1410,0,0,1.82,/viktor-kovalenko/profil/spieler/203842,"Feb 1, 2021","Jun 30, 2025"
209,Ebrima Colley,22,"Feb 1, 2000 ",The Gambia,ATALANTA,0.05,Right Winger,2.8,13,1,1,494,0,0,1.8,/ebrima-colley/profil/spieler/567217,"Feb 1, 2020","Jun 30, 2025"
210,Enrico Zanoni,22,"Aug 23, 1999",Italy,ATALANTA,out,Left-Back,0.05,8,0,0,341,0,0,1.84,/enrico-zanoni/profil/spieler/392958,"Jun 30, 2019","Jun 30, 2023"
211,Edoardo Scanagatta,20,"Apr 6, 2002 ",Italy,ATALANTA,out,Centre-Back,0.125,26,0,1,1299,0,0,1.84,/edoardo-scanagatta/profil/spieler/416665,"Jun 30, 2022","Jun 30, 2023"
212,Alberto Alari,23,"Jan 21, 1999",Italy,ATALANTA,out,Centre-Back,0.075,18,0,0,1065,0,0,1.88,/alberto-alari/profil/spieler/392953,"Jun 30, 2019","Jun 30, 2023"
213,Riccardo Burgio,21,"May 5, 2001 ",Italy,ATALANTA,out,Left Midfield,0.15,11,1,0,377,0,0,-,/riccardo-burgio/profil/spieler/537546,"Jan 3, 2021","Jun 30, 2023"
214,Matteo Pedrini,22,"Jan 16, 2000",Italy,ATALANTA,out,Central Midfield,0.05,15,0,0,640,0,0,1.8,/matteo-pedrini/profil/spieler/459152,"Jul 1, 2020","Jun 30, 2023"
215,Antonio Reda,19,"Aug 22, 2002",Italy,ATALANTA,out,Centre-Forward,0.01,1,0,0,10,0,0,1.88,/antonio-reda/profil/spieler/487845,"Jun 30, 2022","Jun 30, 2023"
216,Alessio Girgi,22,"Apr 1, 2000 ",Italy,ATALANTA,out,Left-Back,0.125,5,0,0,211,0,0,1.82,/alessio-girgi/profil/spieler/401648,"Jun 30, 2021","Jun 30, 2023"
217,Christian Capone,23,"Apr 28, 1999",Italy,ATALANTA,out,Left Winger,0.45,18,1,2,594,0,0,1.83,/christian-capone/profil/spieler/315856,"Aug 31, 2020","Jun 30, 2024"
218,Andrea Viviani,20,"May 16, 2002",Italy,ATALANTA,out,Central Midfield,0.025,9,0,0,440,0,0,-,/andrea-viviani/profil/spieler/487840,"Jun 30, 2022","Jun 30, 2023"
219,Erdis Kraja,22,"Jul 7, 2000 ",Albania,ATALANTA,out,Central Midfield,0.25,35,3,2,2412,0,0,1.81,/erdis-kraja/profil/spieler/459147,"Jun 30, 2020","Jun 30, 2023"
220,Emmanuel Gyabuaa,20,"Sep 21, 2001",Italy,ATALANTA,out,Central Midfield,0.5,8,0,0,228,0,0,1.75,/emmanuel-gyabuaa/profil/spieler/432089,"Jun 30, 2022","Jun 30, 2024"
221,Lorenzo Peli,22,"Jan 24, 2000",Italy,ATALANTA,out,Right Winger,0.175,11,0,1,264,0,0,1.73,/lorenzo-peli/profil/spieler/459149,"Jun 30, 2020","Jun 30, 2024"
222,Stefano Mazzini,23,"Dec 6, 1998 ",Italy,ATALANTA,out,Goalkeeper,0.1,6,0,0,487,9,2,1.91,/stefano-mazzini/profil/spieler/346528,"Jul 1, 2016","Jun 30, 2023"
223,Jonathan Italeng,20,"Aug 11, 2001",Cameroon,ATALANTA,out,Centre-Forward,0.05,15,0,0,417,0,0,1.85,/jonathan-italeng/profil/spieler/650254,"Jan 25, 2022","Jun 30, 2023"
224,Ludovico Gelmi,21,"May 2, 2001 ",Italy,ATALANTA,out,Goalkeeper,0.2,15,0,0,1345,0,0,-,/ludovico-gelmi/profil/spieler/421766,"Jan 30, 2022","Jun 30, 2024"
225,Giorgio Brogni,21,"Jan 28, 2001",Italy,ATALANTA,out,Left-Back,0.15,30,0,0,1517,0,0,1.8,/giorgio-brogni/profil/spieler/465667,"Jan 11, 2022","Jun 30, 2023"
226,Lorenzo Babbi,22,"May 21, 2000",Italy,ATALANTA,out,Centre-Forward,0.05,25,0,1,483,0,0,1.92,/lorenzo-babbi/profil/spieler/420513,"Jun 30, 2021","Jun 30, 2023"
227,Eyob Zambataro,23,"Aug 18, 1998",Italy,ATALANTA,out,Left Midfield,0.275,23,1,3,1768,0,0,1.76,/eyob-zambataro/profil/spieler/389581,"Jun 30, 2019","Jun 30, 2023"
228,Marco Tumminello,23,"Nov 6, 1998 ",Italy,ATALANTA,out,Centre-Forward,0.35,14,1,0,351,0,0,1.8,/marco-tumminello/profil/spieler/315850,"Jul 1, 2018","Jun 30, 2023"
229,Gabriel Lunetta,26,"Aug 10, 1996",Italy,ATALANTA,out,Left Midfield,0.3,33,3,3,2097,0,0,1.86,/gabriel-lunetta/profil/spieler/287710,"Jun 30, 2017","Jun 30, 2023"
230,Marco Carraro,24,"Jan 9, 1998 ",Italy,ATALANTA,out,Defensive Midfield,0.65,36,2,2,2684,0,0,1.87,/marco-carraro/profil/spieler/297630,"Jul 1, 2018","Jun 30, 2023"
231,Alassane Sidibe,20,"Jun 9, 2002 ",Cote d'Ivoire,ATALANTA,out,Central Midfield,0.9,45,18,8,3518,0,0,1.8,/alassane-sidibe/profil/spieler/616638,"Jul 1, 2022","Jun 30, 2023"
232,Marco Carnesecchi,22,"Jul 1, 2000 ",Italy,ATALANTA,out,Goalkeeper,8.0,37,0,0,3294,38,10,1.91,/marco-carnesecchi/profil/spieler/459763,"Jul 1, 2019","Jun 30, 2026"
233,Jacopo Da Riva,21,"Oct 27, 2000",Italy,ATALANTA,out,Central Midfield,1.2,25,2,2,1337,0,0,1.87,/jacopo-da-riva/profil/spieler/430503,-,"Jun 30, 2023"
234,Luca Vido,25,"Feb 3, 1997 ",Italy,ATALANTA,out,Centre-Forward,0.9,31,6,3,1444,0,0,1.82,/luca-vido/profil/spieler/264514,"Jul 1, 2017","Jun 30, 2024"
235,Samuel Giovane,19,"Mar 28, 2003",Italy,ATALANTA,out,Central Midfield,0.5,39,3,4,2690,0,0,1.81,/samuel-giovane/profil/spieler/567470,"Jul 1, 2022","Jun 30, 2023"
236,Alessandro Cortinovis,21,"Jan 25, 2001",Italy,ATALANTA,out,Attacking Midfield,0.9,30,1,2,1462,0,0,1.8,/alessandro-cortinovis/profil/spieler/421768,"Jun 30, 2022","Jun 30, 2023"
237,David Heidenreich,22,"Jun 24, 2000",Czech Republic,ATALANTA,out,Centre-Back,0.35,4,1,0,234,0,0,1.91,/david-heidenreich/profil/spieler/473887,"Jun 30, 2021","Jun 30, 2025"
238,Lorenzo Avogadri,20,"Aug 21, 2001",Italy,ATALANTA,out,Goalkeeper,0.01,1,0,0,90,4,0,1.88,/lorenzo-avogadri/profil/spieler/463497,"Jun 30, 2022","Jun 30, 2024"
239,Khadim Ndiaye,22,"Apr 12, 2000",Senegal,ATALANTA,out,Goalkeeper,,10,0,0,900,0,0,-,/khadim-ndiaye/profil/spieler/623851,"Jun 30, 2021","Jun 30, 2023"
240,Davide Ghislandi,21,"Jun 16, 2001",Italy,ATALANTA,out,Right-Back,0.275,26,0,1,2094,0,0,1.77,/davide-ghislandi/profil/spieler/421769,"Jun 30, 2022","Jun 30, 2024"
241,Simone Mazzocchi,23,"Aug 17, 1998",Italy,ATALANTA,out,Centre-Forward,0.5,25,4,0,1008,0,0,1.82,/simone-mazzocchi/profil/spieler/337809,"Jun 30, 2018","Jun 30, 2025"
242,Daniele Solcia,21,"Mar 7, 2001 ",Italy,ATALANTA,out,Centre-Back,0.125,19,1,0,1510,0,0,-,/daniele-solcia/profil/spieler/536814,"Jun 30, 2021","Jun 30, 2023"
243,Marco Varnier,24,"Jun 8, 1998 ",Italy,ATALANTA,out,Centre-Back,0.3,12,0,0,985,0,0,1.86,/marco-varnier/profil/spieler/362981,"Jul 2, 2018","Jun 30, 2024"
244,Emmanuel Latte Lath,23,"Jan 1, 1999 ",Cote d'Ivoire,ATALANTA,out,Centre-Forward,0.7,19,3,0,877,0,0,1.76,/emmanuel-latte-lath/profil/spieler/392964,"Jan 23, 2019","Jun 30, 2024"
245,Roberto Piccoli,21,"Jan 27, 2001",Italy,ATALANTA,out,Centre-Forward,3.5,17,1,0,400,0,0,1.9,/roberto-piccoli/profil/spieler/432092,"Jul 1, 2020","Jun 30, 2024"
246,Federico Mattiello,26,"Jul 14, 1995",Italy,ATALANTA,out,Right-Back,0.4,13,0,0,552,0,0,1.84,/federico-mattiello/profil/spieler/200194,"Jan 30, 2018","Jun 30, 2023"
247,Matteo Salvi,23,"Mar 20, 1999",Italy,ATALANTA,out,Centre-Back,0.025,16,1,0,1050,0,0,1.96,/matteo-salvi/profil/spieler/458096,"Jul 1, 2018","Jun 30, 2023"
248,Josip Ilicic,34,"Jan 29, 1988",Slovenia,ATALANTA,out,Attacking Midfield,0.4,24,4,5,1085,0,0,1.9,/josip-ilicic/profil/spieler/80351,"Jul 5, 2017","Jun 30, 2025"
249,Bryan Cabezas,25,"Mar 20, 1997",Ecuador,ATALANTA,out,Left Winger,0.3,5,0,1,203,0,0,1.82,/bryan-cabezas/profil/spieler/312735,"Aug 8, 2016",-
254,Mattia Zaccagni,27,"Jun 16, 1995",Italy,VERONA,7.1,Left Winger,22.0,39,7,7,2707,0,0,1.77,/mattia-zaccagni/profil/spieler/283735,"Jul 1, 2014","Jun 30, 2025"
255,Nicolò Casale,24,"Feb 14, 1998",Italy,VERONA,7.0,Centre-Back,9.0,37,0,2,2613,0,0,1.91,/nicolo-casale/profil/spieler/389837,"Jul 1, 2017","Jun 30, 2027"
257,Giovanni Simeone,27,"Jul 5, 1995 ",Argentina,VERONA,3.5,Centre-Forward,17.0,37,17,6,2675,0,0,1.8,/giovanni-simeone/profil/spieler/282388,"Jul 1, 2022","Jun 30, 2023"
259,Antonin Barak,27,"Dec 3, 1994 ",Czech Republic,VERONA,1.46,Attacking Midfield,12.0,30,11,4,2413,0,0,1.9,/antonin-barak/profil/spieler/272261,"Jul 1, 2021","Jun 30, 2027"
260,Nunzio Brandi,21,"May 10, 2001",Italy,VERONA,out,Central Midfield,0.05,16,0,0,460,0,0,1.84,/nunzio-brandi/profil/spieler/537668,"Jun 30, 2021","Jun 30, 2023"
262,Daniel Bessa,29,"Jan 14, 1993",Italy,VERONA,out,Central Midfield,3.0,25,1,2,840,0,0,1.78,/daniel-bessa/profil/spieler/140757,"Jan 3, 2017","Jun 30, 2024"
263,Nicola Borghetto,22,"Nov 25, 1999",Italy,VERONA,out,Goalkeeper,0.075,6,0,0,506,4,2,1.88,/nicola-borghetto/profil/spieler/415801,"Jul 1, 2018","Jun 30, 2023"
264,Lubomir Tupta,24,"Mar 27, 1998",Slovakia,VERONA,out,Centre-Forward,0.4,27,6,1,1468,0,0,1.82,/lubomir-tupta/profil/spieler/344806,"Jul 1, 2018","Jun 30, 2023"
265,Bogdan Jocic,21,"Jan 11, 2001",Serbia,VERONA,out,Attacking Midfield,0.2,10,0,0,227,0,0,1.84,/bogdan-jocic/profil/spieler/574669,"Jul 1, 2021","Jun 30, 2024"
266,Mariusz Stepinski,27,"May 12, 1995",Poland,VERONA,out,Centre-Forward,2.0,25,9,3,2014,0,0,1.83,/mariusz-stepinski/profil/spieler/210363,"Sep 2, 2019","Jun 30, 2024"
267,Mert Cetin,25,"Jan 1, 1997 ",Turkey,VERONA,out,Centre-Back,1.5,16,1,0,1226,0,0,1.89,/mert-cetin/profil/spieler/391498,"Jul 1, 2021","Jun 30, 2023"
268,Panagiotis Retsos,24,"Aug 9, 1998 ",Greece,VERONA,out,Centre-Back,2.5,13,0,0,273,0,0,1.86,/panagiotis-retsos/profil/spieler/324351,"Jan 25, 2022","Jun 30, 2023"
270,Bruno Conti,20,"Jun 13, 2002",Italy,VERONA,out,Central Midfield,0.1,30,2,2,2150,0,0,1.67,/bruno-conti/profil/spieler/572443,"Jul 19, 2022","Jun 30, 2023"
271,Kevin Rüegg,23,"Aug 5, 1998 ",Switzerland,VERONA,out,Right-Back,1.0,20,0,2,1397,0,0,1.73,/kevin-ruegg/profil/spieler/290032,"Sep 1, 2020","Jun 30, 2023"
272,Ivor Pandur,22,"Mar 25, 2000",Croatia,VERONA,out,Goalkeeper,1.5,5,0,0,450,10,1,1.87,/ivor-pandur/profil/spieler/371013,"Sep 1, 2020","Jun 30, 2023"
273,Matteo Cancellieri,20,"Feb 12, 2002",Italy,VERONA,out,Right Winger,5.0,14,2,1,385,0,0,1.8,/matteo-cancellieri/profil/spieler/550106,"Jul 1, 2021","Jun 30, 2023"
274,Bruno Amione,20,"Jan 3, 2002 ",Argentina,VERONA,out,Centre-Back,2.0,16,0,0,1210,0,0,1.87,/bruno-amione/profil/spieler/644676,"Oct 3, 2020","Jun 30, 2023"
275,Adama Sane,22,"Jun 11, 2000",Senegal,VERONA,out,Centre-Forward,0.125,30,5,3,1594,0,0,1.78,/adama-sane/profil/spieler/459644,"Feb 1, 2021","Jun 30, 2023"
276,Dramane Konaté,28,"Apr 12, 1994",Cote d'Ivoire,VERONA,out,Centre-Back,0.025,11,0,0,496,0,0,1.84,/dramane-konate/profil/spieler/240094,"Aug 3, 2022","Jun 30, 2023"
284,Bremer,25,"Mar 18, 1997",Brazil,TORINO,41.0,Centre-Back,40.0,33,3,1,2893,0,0,1.88,/bremer/profil/spieler/516716,"Jul 10, 2018","Jun 30, 2027"
285,Jacopo Segre,25,"Feb 17, 1997",Italy,TORINO,0.5,Central Midfield,1.6,38,1,2,2675,0,0,1.85,/jacopo-segre/profil/spieler/373899,"Jul 1, 2016","Jun 30, 2025"
286,Andrea Belotti,28,"Dec 20, 1993",Italy,TORINO,out,Centre-Forward,15.0,23,8,1,1418,0,0,1.81,/andrea-belotti/profil/spieler/167727,"Aug 18, 2015","Jun 30, 2023"
287,Tomás Rincón,34,"Jan 13, 1988",Venezuela,TORINO,out,Defensive Midfield,0.8,27,0,0,1546,0,0,1.77,/tomas-rincon/profil/spieler/75942,"Jul 1, 2018","Jun 30, 2023"
288,Cristian Ansaldi,35,"Sep 20, 1986",Argentina,TORINO,out,Left-Back,0.5,20,0,3,769,0,0,1.81,/cristian-ansaldi/profil/spieler/55854,"Jul 1, 2019","Jun 30, 2023"
289,Krisztofer Horváth,20,"Jan 8, 2002 ",Hungary,TORINO,out,Attacking Midfield,0.4,33,19,12,2632,0,0,1.85,/krisztofer-horvath/profil/spieler/543736,"Jun 30, 2022","Jun 30, 2023"
290,Samuele Lovaglio,19,"Sep 28, 2002",Italy,TORINO,out,Right Winger,0.05,22,1,2,1057,0,0,-,/samuele-lovaglio/profil/spieler/707303,"Jan 25, 2022","Jun 30, 2023"
