,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,href,join,contract
12,Ainsley Maitland-Niles,25,"Aug 29, 1997",England,Arsenal,out,Right Midfield,8.0,23,0,1,1125,0,0,1.8,/ainsley-maitland-niles/profil/spieler/285845,"Jul 1, 2017","May 31, 2023"
13,Carney Chukwuemeka,18,"Oct 20, 2003",England,Aston Villa,18.0,Central Midfield,15.0,22,2,3,1059,0,0,1.87,/carney-chukwuemeka/profil/spieler/659459,"Jul 1, 2021","Jun 30, 2028"
14,Matt Targett,26,"Sep 18, 1995",England,Aston Villa,17.5,Left-Back,15.0,35,1,1,3053,0,0,1.83,/matt-targett/profil/spieler/250478,"Jul 1, 2019","Jun 30, 2026"
15,Mahmoud Trezeguet,27,"Oct 1, 1994 ",Egypt,Aston Villa,4.0,Left Winger,10.0,15,7,4,1114,0,0,1.79,/mahmoud-trezeguet/profil/spieler/234189,"Jul 24, 2019","Jun 30, 2026"
16,Anwar El Ghazi,27,"May 3, 1995 ",Netherlands,Aston Villa,2.5,Right Winger,8.0,14,3,3,558,0,0,1.89,/anwar-el-ghazi/profil/spieler/183720,"Jul 1, 2019","Jun 30, 2025"
17,Lovre Kalinic,32,"Apr 3, 1990 ",Croatia,Aston Villa,out,Goalkeeper,1.5,35,0,0,3109,31,16,2.01,/lovre-kalinic/profil/spieler/46405,"Jan 1, 2019","Jun 30, 2023"
18,Conor Hourihane,31,"Feb 2, 1991 ",Ireland,Aston Villa,out,Central Midfield,1.8,31,1,4,1626,0,0,1.81,/conor-hourihane/profil/spieler/61653,"Jan 26, 2017","Jun 30, 2023"
19,Kortney Hause,27,"Jul 16, 1995",England,Aston Villa,out,Centre-Back,2.8,9,1,0,575,0,0,1.91,/kortney-hause/profil/spieler/233124,"Jul 1, 2019","May 31, 2023"
20,Tim Iroegbunam,19,"Jun 30, 2003",England,Aston Villa,out,Central Midfield,3.0,22,1,1,1739,0,0,1.83,/tim-iroegbunam/profil/spieler/696589,"Jan 1, 2022","May 31, 2023"
21,Viljami Sinisalo,20,"Oct 11, 2001",Finland,Aston Villa,out,Goalkeeper,0.2,7,0,0,630,11,2,1.9,/viljami-sinisalo/profil/spieler/484838,"Jul 1, 2022","Jun 30, 2025"
22,Bertrand Traoré,26,"Sep 6, 1995 ",Burkina Faso,Aston Villa,out,Right Winger,14.0,10,0,0,247,0,0,1.81,/bertrand-traore/profil/spieler/131996,"Sep 19, 2020","Jun 30, 2024"
23,Jaden Philogene,20,"Feb 8, 2002 ",England,Aston Villa,out,Left Winger,2.5,21,9,3,1157,0,0,1.81,/jaden-philogene/profil/spieler/665390,"Jul 1, 2021","May 31, 2023"
24,Keinan Davis,24,"Feb 13, 1998",England,Aston Villa,out,Centre-Forward,3.0,26,8,4,1684,0,0,1.89,/keinan-davis/profil/spieler/412660,"Jul 1, 2017","May 31, 2023"
25,Wesley Moraes,25,"Nov 24, 1996",Brazil,Aston Villa,out,Centre-Forward,4.0,27,2,0,1174,0,0,1.91,/wesley-moraes/profil/spieler/381362,"Jul 1, 2019","Jun 30, 2023"
28,Robbie Brady,30,"Jan 14, 1992",Ireland,Bournemouth,out,Left Midfield,1.0,7,0,0,217,0,0,1.76,/robbie-brady/profil/spieler/128229,"Aug 1, 2020","May 31, 2023"
29,Zeno Ibsen Rossi,21,"Oct 28, 2000",England,Bournemouth,out,Centre-Back,0.3,11,0,1,836,0,0,1.94,/zeno-ibsen-rossi/profil/spieler/655177,"Aug 20, 2021",-
30,Gavin Kilkenny,22,"Feb 1, 2000 ",Ireland,Bournemouth,out,Central Midfield,0.7,18,0,1,1459,0,0,1.75,/gavin-kilkenny/profil/spieler/469064,"Jul 1, 2021","May 31, 2023"
31,Gary Cahill,36,"Dec 19, 1985",England,Bournemouth,out,Centre-Back,,22,0,1,1939,0,0,1.93,/gary-cahill/profil/spieler/27511,"Jul 1, 2018","Jun 30, 2026"
32,Christian Saydee,20,"May 10, 2002",England,Bournemouth,out,Centre-Forward,0.05,23,1,2,773,0,0,1.81,/christian-saydee/profil/spieler/655835,"Jan 31, 2022","Jun 30, 2025"
34,Marcus Forss,23,"Jun 18, 1999",Finland,Brentford,3.6,Centre-Forward,3.0,23,7,3,1042,0,0,1.82,/marcus-forss/profil/spieler/404584,"Jul 1, 2019","Jun 30, 2023"
35,Christian Eriksen,30,"Feb 14, 1992",Denmark,Brentford,out,Central Midfield,25.0,11,1,4,938,0,0,1.82,/christian-eriksen/profil/spieler/69633,"Aug 8, 2019","Jun 30, 2025"
36,Julian Jeanvier,30,"Mar 31, 1992",Guinea,Brentford,out,Centre-Back,0.8,0,0,0,0,0,0,1.83,/julian-jeanvier/profil/spieler/134277,"Jul 1, 2018","Jun 30, 2023"
37,Luka Racic,23,"May 8, 1999 ",Denmark,Brentford,out,Centre-Back,0.25,14,2,0,1248,0,0,1.87,/luka-racic/profil/spieler/345587,"Jul 1, 2022","Jun 30, 2027"
38,Dominic Thompson,21,"Jul 26, 2000",England,Brentford,out,Left-Back,1.8,22,0,1,1775,0,0,1.83,/dominic-thompson/profil/spieler/503688,"Jan 3, 2020","May 31, 2023"
39,Mads Bech Sörensen,23,"Jan 7, 1999 ",Denmark,Brentford,out,Centre-Back,4.0,15,0,0,1142,0,0,1.93,/mads-bech-sorensen/profil/spieler/372240,"Jul 31, 2019","Jun 30, 2023"
40,Fin Stevens,19,"Apr 10, 2003",Wales,Brentford,out,Right-Back,0.4,4,0,0,130,0,0,1.79,/fin-stevens/profil/spieler/587019,"Jan 31, 2020","May 31, 2023"
41,Halil Dervisoglu,22,"Dec 8, 1999 ",Turkey,Brentford,out,Centre-Forward,2.5,34,5,1,1827,0,0,1.83,/halil-dervisoglu/profil/spieler/465606,"Jul 1, 2018","May 31, 2023"
42,Joel Valencia,27,"Nov 16, 1994",Ecuador,Brentford,out,Right Winger,0.4,18,0,1,730,0,0,1.64,/joel-valencia/profil/spieler/175451,"Aug 31, 2021","Jun 30, 2028"
43,Tariqe Fosu,26,"Nov 5, 1995 ",Ghana,Brentford,out,Left Winger,2.0,3,0,0,105,0,0,1.8,/tariqe-fosu/profil/spieler/249873,"Jul 17, 2018","Jun 30, 2026"
44,Ellery Balcombe,22,"Oct 15, 1999",England,Brentford,out,Goalkeeper,0.3,18,0,0,1620,23,5,1.9,/ellery-balcombe/profil/spieler/456292,"Aug 5, 2019","Jun 30, 2025"
47,Marc Cucurella,24,"Jul 22, 1998",Spain,Brighton,65.3,Left-Back,55.0,39,1,2,3290,0,0,1.73,/marc-cucurella/profil/spieler/284857,"Jul 1, 2018","Jun 30, 2023"
48,Yves Bissouma,25,"Aug 30, 1996",Mali,Brighton,29.2,Central Midfield,32.0,28,2,2,2233,0,0,1.82,/yves-bissouma/profil/spieler/410425,"Jan 31, 2019","Jun 30, 2024"
49,Neal Maupay,26,"Aug 14, 1996",France,Brighton,11.8,Centre-Forward,13.0,35,9,2,2504,0,0,1.73,/neal-maupay/profil/spieler/217115,"Jul 1, 2019","May 31, 2023"
50,Leo Östigard,22,"Nov 28, 1999",Norway,Brighton,5.0,Centre-Back,7.0,31,2,0,2603,0,0,1.82,/leo-ostigard/profil/spieler/367284,"Jul 16, 2021","Jun 30, 2023"
51,Matt Clarke,25,"Sep 22, 1996",England,Brighton,2.6,Centre-Back,4.0,34,1,0,2798,0,0,1.85,/matt-clarke/profil/spieler/307497,"Aug 26, 2016","Jun 30, 2023"
52,Florin Andone,29,"Apr 11, 1993",Romania,Brighton,out,Centre-Forward,1.0,9,1,0,419,0,0,1.81,/florin-andone/profil/spieler/177065,"Oct 4, 2020","Jun 30, 2023"
53,Tudor Baluta,23,"Mar 27, 1999",Romania,Brighton,out,Defensive Midfield,2.0,0,0,0,0,0,0,1.92,/tudor-baluta/profil/spieler/433976,"Oct 1, 2020","Jun 30, 2023"
54,Aaron Connolly,22,"Jan 28, 2000",Ireland,Brighton,out,Centre-Forward,5.0,27,4,0,1593,0,0,1.74,/aaron-connolly/profil/spieler/434207,"Jan 5, 2022","Jun 30, 2026"
55,Kjell Scherpen,22,"Jan 23, 2000",Netherlands,Brighton,out,Goalkeeper,2.0,13,0,0,1200,19,3,2.06,/kjell-scherpen/profil/spieler/463527,"Jul 1, 2021","May 31, 2023"
56,Shane Duffy,30,"Jan 1, 1992 ",Ireland,Brighton,out,Centre-Back,2.5,20,1,0,1643,0,0,1.93,/shane-duffy/profil/spieler/119269,"Jul 1, 2019","Jun 30, 2023"
57,Michal Karbownik,21,"Mar 13, 2001",Poland,Brighton,out,Left-Back,2.5,22,0,2,1684,0,0,1.75,/michal-karbownik/profil/spieler/401604,"Aug 31, 2021","Jun 30, 2023"
58,Andi Zeqiri,23,"Jun 22, 1999",Switzerland,Brighton,out,Centre-Forward,2.3,24,3,2,1193,0,0,1.85,/andi-zeqiri/profil/spieler/345468,"Jul 1, 2021","May 31, 2023"
59,Kacper Kozlowski,18,"Oct 16, 2003",Poland,Brighton,out,Central Midfield,8.0,28,3,5,1318,0,0,1.82,/kacper-kozlowski/profil/spieler/554284,"Jul 1, 2022","Jun 30, 2026"
60,Taylor Richards,21,"Dec 4, 2000 ",England,Brighton,out,Central Midfield,0.4,11,1,0,447,0,0,1.8,/taylor-richards/profil/spieler/484551,"Jul 6, 2021",-
61,Steven Alzate,23,"Sep 8, 1998 ",Colombia,Brighton,out,Central Midfield,4.5,12,0,0,660,0,0,1.8,/steven-alzate/profil/spieler/476237,"Jul 1, 2020","Jun 30, 2026"
62,Abdallah Sima,21,"Jun 17, 2001",Senegal,Brighton,out,Right Winger,7.0,15,4,1,764,0,0,1.88,/abdallah-sima/profil/spieler/776798,"Jan 30, 2018","Jun 30, 2026"
63,Haydon Roberts,20,"May 10, 2002",England,Brighton,out,Centre-Back,0.5,13,0,0,1121,0,0,1.82,/haydon-roberts/profil/spieler/533523,"Feb 11, 2020","Jun 30, 2026"
64,Simon Adingra,20,"Jan 1, 2002 ",Cote d'Ivoire,Brighton,out,Left Winger,6.0,38,17,5,2300,0,0,1.75,/simon-adingra/profil/spieler/658536,"Aug 12, 2021","Jun 30, 2023"
65,Enock Mwepu,24,"Jan 1, 1998 ",Zambia,Brighton,out,Central Midfield,,22,3,6,1193,0,0,1.84,/enock-mwepu/profil/spieler/490307,"Jul 3, 2016","Jun 30, 2023"
67,Timo Werner,26,"Mar 6, 1996 ",Germany,Chelsea,20.0,Centre-Forward,25.0,37,11,6,2215,0,0,1.8,/timo-werner/profil/spieler/170527,"Aug 22, 2015","Jun 30, 2027"
68,Emerson,28,"Aug 3, 1994 ",Italy,Chelsea,15.4,Left-Back,12.0,37,1,2,2856,0,0,1.76,/emerson/profil/spieler/181778,"Jul 1, 2018","Jun 30, 2026"
69,Billy Gilmour,21,"Jun 11, 2001",Scotland,Chelsea,8.33,Central Midfield,12.0,28,0,2,2068,0,0,1.7,/billy-gilmour/profil/spieler/423744,"Jul 9, 2017","Jun 30, 2026"
70,Romelu Lukaku,29,"May 13, 1993",Belgium,Chelsea,7.8,Centre-Forward,55.0,44,15,2,2748,0,0,1.91,/romelu-lukaku/profil/spieler/96341,"Aug 31, 2016","Jun 30, 2024"
71,Michy Batshuayi,28,"Oct 2, 1993 ",Belgium,Chelsea,3.5,Centre-Forward,10.0,42,14,5,3153,0,0,1.85,/michy-batshuayi/profil/spieler/179184,"Jan 30, 2016","Jun 30, 2023"
72,Malang Sarr,23,"Jan 23, 1999",France,Chelsea,1.0,Centre-Back,8.0,22,0,0,1608,0,0,1.83,/malang-sarr/profil/spieler/344596,"Jul 1, 2017","Jun 30, 2024"
73,Kenedy,26,"Feb 8, 1996 ",Brazil,Chelsea,0.5,Left Winger,3.0,3,0,1,130,0,0,1.82,/kenedy/profil/spieler/281404,"Jul 1, 2015","Jun 30, 2022"
74,Jake Clarke-Salter,24,"Sep 22, 1997",England,Chelsea,out,Centre-Back,2.5,31,0,0,2504,0,0,1.88,/jake-clarke-salter/profil/spieler/316551,"Aug 2, 2022","Jun 30, 2028"
75,Antonio Rüdiger,29,"Mar 3, 1993 ",Germany,Chelsea,out,Centre-Back,40.0,54,5,4,5016,0,0,1.9,/antonio-rudiger/profil/spieler/86202,"Jul 1, 2017","Jun 30, 2024"
76,Marcos Alonso,31,"Dec 28, 1990",Spain,Chelsea,out,Left-Back,9.0,46,5,6,3626,0,0,1.89,/marcos-alonso/profil/spieler/112515,"Jan 1, 2019","Jun 30, 2023"
77,Matt Miazga,27,"Jul 19, 1995",United States,Chelsea,out,Centre-Back,2.0,24,2,0,1932,0,0,1.93,/matt-miazga/profil/spieler/245893,"Aug 16, 2015","May 31, 2023"
78,Charly Musonda Jr.,25,"Oct 15, 1996",Belgium,Chelsea,out,Left Winger,0.6,2,0,0,151,0,0,1.73,/charly-musonda-jr-/profil/spieler/177862,"Jan 5, 2018","Jun 30, 2023"
79,Andreas Christensen,26,"Apr 10, 1996",Denmark,Chelsea,out,Centre-Back,30.0,34,2,1,2586,0,0,1.87,/andreas-christensen/profil/spieler/196948,"Aug 31, 2017",-
80,Gabriel Slonina,18,"May 15, 2004",United States,Chelsea,out,Goalkeeper,8.0,32,0,0,2880,45,12,1.93,/gabriel-slonina/profil/spieler/656316,"Aug 20, 2016","Dec 31, 2024"
81,Ethan Ampadu,21,"Sep 14, 2000",Wales,Chelsea,out,Centre-Back,9.0,30,0,3,2378,0,0,1.83,/ethan-ampadu/profil/spieler/392771,"Jan 23, 2018","Jun 30, 2025"
82,Callum Hudson-Odoi,21,"Nov 7, 2000 ",England,Chelsea,out,Left Winger,25.0,28,3,6,1876,0,0,1.77,/callum-hudson-odoi/profil/spieler/392768,"Aug 14, 2014","May 31, 2023"
83,Abdul-Rahman Baba,28,"Jul 2, 1994 ",Ghana,Chelsea,out,Left-Back,1.8,29,0,1,2581,0,0,1.79,/abdul-rahman-baba/profil/spieler/224884,"Jul 1, 2021","Dec 31, 2024"
84,Ross Barkley,28,"Dec 5, 1993 ",England,Chelsea,out,Central Midfield,10.0,14,1,0,422,0,0,1.89,/ross-barkley/profil/spieler/131978,"Aug 2, 2018","Jun 30, 2024"
85,Danny Drinkwater,32,"Mar 5, 1990 ",England,Chelsea,out,Central Midfield,0.7,34,1,1,2875,0,0,1.78,/danny-drinkwater/profil/spieler/73491,"Jan 31, 2022","May 31, 2023"
87,Christian Benteke,31,"Dec 3, 1990 ",Belgium,Crystal Palace,5.46,Centre-Forward,3.0,38,5,1,1780,0,0,1.9,/christian-benteke/profil/spieler/50201,"Jul 24, 2018","Jun 30, 2027"
88,Jaroslaw Jach,28,"Feb 17, 1994",Poland,Crystal Palace,out,Centre-Back,0.4,4,0,0,360,0,0,1.92,/jaroslaw-jach/profil/spieler/327755,"Sep 5, 2020","Jun 30, 2024"
89,Martin Kelly,32,"Apr 27, 1990",England,Crystal Palace,out,Right-Back,0.5,4,0,0,360,0,0,1.91,/martin-kelly/profil/spieler/78959,"Jan 5, 2018","Jun 30, 2023"
90,Jacob Montes,23,"Oct 20, 1998",United States,Crystal Palace,out,Attacking Midfield,0.15,13,1,0,246,0,0,1.8,/jacob-montes/profil/spieler/497494,"Jul 1, 2017","Jun 30, 2025"
91,Cheikhou Kouyaté,32,"Dec 21, 1989",Senegal,Crystal Palace,out,Defensive Midfield,3.0,31,1,1,2314,0,0,1.89,/cheikhou-kouyate/profil/spieler/66934,"Aug 2, 2019","Jun 30, 2024"
92,Luke Plange,19,"Nov 4, 2002 ",England,Crystal Palace,out,Centre-Forward,0.6,37,9,5,2396,0,0,1.78,/luke-plange/profil/spieler/586986,"Jan 31, 2022","Jun 30, 2023"
93,Remi Matthews,28,"Feb 10, 1994",England,Crystal Palace,out,Goalkeeper,0.3,2,0,0,180,5,0,1.92,/remi-matthews/profil/spieler/196722,"Jul 1, 2019","Jun 30, 2023"
95,Richarlison,25,"May 10, 1997",Brazil,Everton,58.0,Centre-Forward,55.0,33,11,5,2750,0,0,1.84,/richarlison/profil/spieler/378710,"Jan 13, 2020","Jun 30, 2023"
96,Allan,31,"Jan 8, 1991 ",Brazil,Everton,out,Defensive Midfield,8.0,31,0,3,2486,0,0,1.75,/allan/profil/spieler/126422,"Jul 1, 2020","Jun 30, 2024"
97,Cenk Tosun,31,"Jun 7, 1991 ",Turkey,Everton,out,Centre-Forward,2.0,3,0,0,11,0,0,1.83,/cenk-tosun/profil/spieler/45671,"Aug 16, 2017",-
98,Jonjoe Kenny,25,"Mar 15, 1997",England,Everton,out,Right-Back,4.0,21,0,3,1423,0,0,1.76,/jonjoe-kenny/profil/spieler/258883,"Jul 15, 2019",-
99,Jean-Philippe Gbamin,26,"Sep 25, 1995",Cote d'Ivoire,Everton,out,Defensive Midfield,9.0,18,2,3,1279,0,0,1.86,/jean-philippe-gbamin/profil/spieler/182894,"Aug 9, 2018","Jun 30, 2025"
100,Dele Alli,26,"Apr 11, 1996",England,Everton,out,Attacking Midfield,14.0,29,2,1,1341,0,0,1.88,/dele-alli/profil/spieler/207929,"Jul 1, 2021","Jun 30, 2027"
101,André Gomes,29,"Jul 30, 1993",Portugal,Everton,out,Central Midfield,14.0,19,1,2,946,0,0,1.88,/andre-gomes/profil/spieler/221025,"Aug 2, 2018",-
102,Niels Nkounkou,21,"Nov 1, 2000 ",France,Everton,out,Left-Back,2.5,26,0,0,1854,0,0,1.8,/niels-nkounkou/profil/spieler/591193,"Jul 12, 2018","Jun 30, 2025"
103,Jarrad Branthwaite,20,"Jun 27, 2002",England,Everton,out,Centre-Back,3.0,12,1,0,822,0,0,1.95,/jarrad-branthwaite/profil/spieler/661053,"Jan 31, 2018","Jun 30, 2024"
104,João Virgínia,22,"Oct 10, 1999",Portugal,Everton,out,Goalkeeper,1.0,8,0,0,709,7,4,1.92,/joao-virginia/profil/spieler/329813,"Jul 27, 2020","May 31, 2023"
105,Gylfi Sigurdsson,32,"Sep 8, 1989 ",Iceland,Everton,out,Attacking Midfield,,0,0,0,0,0,0,1.86,/gylfi-sigurdsson/profil/spieler/90466,"Jul 24, 2021","Jun 30, 2023"
106,Fabian Delph,32,"Nov 21, 1989",England,Everton,out,Central Midfield,,11,0,0,665,0,0,1.74,/fabian-delph/profil/spieler/50362,"Oct 16, 2020","Jun 30, 2023"
108,Frank Anguissa,26,"Nov 16, 1995",Cameroon,Fulham,16.0,Central Midfield,38.0,33,0,2,2361,0,0,1.84,/frank-anguissa/profil/spieler/354361,"Aug 20, 2021","May 31, 2023"
109,Fábio Carvalho,19,"Aug 30, 2002",Portugal,Fulham,5.9,Attacking Midfield,20.0,38,11,8,3013,0,0,1.7,/fabio-carvalho/profil/spieler/559263,"Jul 1, 2021","Jun 30, 2024"
110,Jean Michaël Seri,30,"Jul 19, 1991",Cote d'Ivoire,Fulham,out,Central Midfield,2.0,34,1,6,2221,0,0,1.68,/jean-michael-seri/profil/spieler/178614,"Jan 7, 2020","Jun 30, 2023"
111,Alfie Mawson,28,"Jan 19, 1994",England,Fulham,out,Centre-Back,,8,0,0,416,0,0,1.89,/alfie-mawson/profil/spieler/287431,"Jul 1, 2019","May 31, 2023"
112,Cyrus Christie,29,"Sep 30, 1992",Ireland,Fulham,out,Right-Back,1.2,25,3,6,2217,0,0,1.88,/cyrus-christie/profil/spieler/158623,"Jan 1, 2020","Jun 30, 2023"
113,Anthony Knockaert,30,"Nov 20, 1991",France,Fulham,out,Right Winger,1.2,7,0,0,216,0,0,1.72,/anthony-knockaert/profil/spieler/149237,"Jul 24, 2018","Jun 30, 2023"
114,Terence Kongolo,28,"Feb 14, 1994",Netherlands,Fulham,out,Centre-Back,0.9,6,0,0,445,0,0,1.88,/terence-kongolo/profil/spieler/152651,"Oct 5, 2020","Jun 30, 2027"
115,Paulo Gazzaniga,30,"Jan 2, 1992 ",Argentina,Fulham,out,Goalkeeper,2.5,15,0,0,1380,21,4,1.96,/paulo-gazzaniga/profil/spieler/195488,"Jul 1, 2015","Jun 30, 2028"
116,Joe Bryan,28,"Sep 17, 1993",England,Fulham,out,Left-Back,3.0,19,0,1,1467,0,0,1.7,/joe-bryan/profil/spieler/194460,"Jul 1, 2020","Jun 30, 2023"
117,Tyrese Francois,22,"Jul 16, 2000",Australia,Fulham,out,Central Midfield,0.5,11,0,0,809,0,0,1.73,/tyrese-francois/profil/spieler/528888,"Jul 4, 2018","Jun 30, 2025"
118,Rodrigo Muniz,21,"May 4, 2001 ",Brazil,Fulham,out,Centre-Forward,5.0,28,5,0,693,0,0,1.85,/rodrigo-muniz/profil/spieler/735571,"Jan 17, 2019","Jun 30, 2023"
119,Ivan Cavaleiro,28,"Oct 18, 1993",Portugal,Fulham,out,Left Winger,2.0,21,2,1,656,0,0,1.75,/ivan-cavaleiro/profil/spieler/149716,"Jan 10, 2018","Jul 30, 2022"
120,Steven Sessegnon,22,"May 18, 2000",England,Fulham,out,Right-Back,0.7,18,1,0,1230,0,0,1.75,/steven-sessegnon/profil/spieler/406558,"Jul 1, 2019","May 31, 2023"
121,Michael Hector,29,"Jul 19, 1992",Jamaica,Fulham,out,Centre-Back,1.7,7,0,0,690,0,0,1.93,/michael-hector/profil/spieler/157490,"Jan 29, 2019","Jun 30, 2023"
122,Fabri,34,"Dec 31, 1987",Spain,Fulham,out,Goalkeeper,0.3,1,0,0,90,1,0,1.84,/fabri/profil/spieler/45882,"Jul 1, 2018","May 31, 2023"
124,Raphinha,25,"Dec 14, 1996",Brazil,Leeds,58.0,Right Winger,50.0,36,11,3,2966,0,0,1.76,/raphinha/profil/spieler/411295,"Aug 31, 2021","May 31, 2023"
125,Kalvin Phillips,26,"Dec 2, 1995 ",England,Leeds,49.0,Defensive Midfield,45.0,23,1,1,1895,0,0,1.79,/kalvin-phillips/profil/spieler/351749,"Jul 1, 2021","May 31, 2023"
126,Hélder Costa,28,"Jan 12, 1994",Angola,Leeds,4.8,Right Winger,3.5,29,0,2,1339,0,0,1.79,/helder-costa/profil/spieler/173900,"Jan 31, 2018","May 31, 2023"
127,Leif Davis,22,"Dec 31, 1999",England,Leeds,1.2,Left-Back,0.8,15,0,1,837,0,0,1.8,/leif-davis/profil/spieler/596446,"Oct 2, 2020","Jun 30, 2029"
128,Kiko Casilla,35,"Oct 2, 1986 ",Spain,Leeds,out,Goalkeeper,0.4,16,0,0,1440,17,5,1.9,/kiko-casilla/profil/spieler/27486,"Jul 1, 2011","Jun 30, 2025"
129,Laurens De Bock,29,"Nov 7, 1992 ",Belgium,Leeds,out,Left-Back,0.6,30,0,2,2668,0,0,1.79,/laurens-de-bock/profil/spieler/110668,"Jan 1, 2018","May 31, 2023"
130,Liam McCarron,21,"Mar 7, 2001 ",Scotland,Leeds,out,Left-Back,0.5,24,1,1,1593,0,0,1.75,/liam-mccarron/profil/spieler/614082,"Jul 5, 2019","Jun 30, 2025"
131,Mateusz Bogusz,21,"Aug 22, 2001",Poland,Leeds,out,Attacking Midfield,1.0,22,4,7,1477,0,0,1.75,/mateusz-bogusz/profil/spieler/431475,"Jul 19, 2017","Dec 31, 2023"
132,Jamie Shackleton,22,"Oct 8, 1999 ",England,Leeds,out,Central Midfield,2.5,19,0,0,1085,0,0,1.68,/jamie-shackleton/profil/spieler/534700,"Jul 1, 2016","Jun 30, 2025"
133,Ian Poveda,22,"Feb 9, 2000 ",England,Leeds,out,Right Winger,1.0,10,1,2,373,0,0,1.67,/ian-poveda/profil/spieler/392763,"Jan 1, 2020","Jun 30, 2026"
134,Daniel James,24,"Nov 10, 1997",Wales,Leeds,out,Right Winger,16.0,37,4,5,2779,0,0,1.71,/daniel-james/profil/spieler/319301,"Jan 1, 2020","Jun 30, 2026"
135,Charlie Cresswell,19,"Aug 17, 2002",England,Leeds,out,Centre-Back,5.0,21,0,0,1189,0,0,1.9,/charlie-cresswell/profil/spieler/597659,"Jan 6, 2016","Jun 30, 2023"
136,Tyler Roberts,23,"Jan 12, 1999",Wales,Leeds,out,Centre-Forward,4.0,27,2,1,1218,0,0,1.8,/tyler-roberts/profil/spieler/296986,"Feb 1, 2021","May 31, 2026"
137,Wesley Fofana,21,"Dec 17, 2000",France,Leicester,80.4,Centre-Back,65.0,12,1,0,1068,0,0,1.86,/wesley-fofana/profil/spieler/475411,"Jan 1, 2017","Jun 30, 2023"
138,Kasper Schmeichel,35,"Nov 5, 1986 ",Denmark,Leicester,1.0,Goalkeeper,2.5,53,0,0,4770,79,10,1.89,/kasper-schmeichel/profil/spieler/16911,"Jul 7, 2015","Jun 30, 2024"
139,Hamza Choudhury,24,"Oct 1, 1997 ",England,Leicester,out,Defensive Midfield,5.0,12,0,0,502,0,0,1.78,/hamza-choudhury/profil/spieler/341501,"Jul 29, 2014","Jun 30, 2026"
140,George Hirst,23,"Feb 15, 1999",England,Leicester,out,Centre-Forward,0.8,46,15,3,2862,0,0,1.91,/george-hirst/profil/spieler/420808,"Jul 1, 2020","Jun 30, 2026"
141,Eldin Jakupovic,37,"Oct 2, 1984 ",Switzerland,Leicester,out,Goalkeeper,0.2,0,0,0,0,0,0,1.91,/eldin-jakupovic/profil/spieler/2857,"Jul 1, 2019","Jun 30, 2023"
