,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
493,Florian Niederlechner,31,"Oct 24, 1990",Germany,AUGSBURG,,Centre-Forward,2.2,27,6,6,1234,0,0,1.87,"Jul 1, 2019","Jun 30, 2025",/florian-niederlechner/profil/spieler/152963
497,Florian Müller,24,"Nov 13, 1997",Germany,STUTTGART,,Goalkeeper,5.5,30,0,0,2700,52,4,1.9,"Jul 1, 2021","Jun 30, 2025",/florian-muller/profil/spieler/284769
498,Fabian Bredlow,27,"Mar 2, 1995 ",Germany,STUTTGART,,Goalkeeper,0.5,6,0,0,540,9,1,1.9,"Jul 1, 2019","Jun 30, 2024",/fabian-bredlow/profil/spieler/187624
499,Florian Schock,21,"May 22, 2001",Germany,STUTTGART,,Goalkeeper,0.2,20,0,0,1800,28,5,2.0,"Sep 7, 2021","Jun 30, 2024",/florian-schock/profil/spieler/470816
501,Waldemar Anton,25,"Jul 20, 1996",Germany,STUTTGART,,Centre-Back,6.0,30,2,1,2608,0,0,1.89,"Jul 28, 2020","Jun 30, 2025",/waldemar-anton/profil/spieler/193004
505,Matej Maglica,23,"Sep 25, 1998",Croatia,STUTTGART,,Centre-Back,0.9,33,2,1,2357,0,0,1.98,-,"Jun 30, 2024",/matej-maglica/profil/spieler/433388
506,Luca Bazzoli,21,"Nov 1, 2000 ",Germany,STUTTGART,,Centre-Back,0.225,21,1,0,1796,0,0,1.88,-,"Jun 30, 2023",/luca-bazzoli/profil/spieler/493899
507,Borna Sosa,24,"Jan 21, 1998",Croatia,STUTTGART,,Left-Back,23.0,30,2,9,2680,0,0,1.87,"Jul 1, 2018","Jun 30, 2025",/borna-sosa/profil/spieler/293194
508,Pascal Stenzel,26,"Mar 20, 1996",Germany,STUTTGART,,Right-Back,1.5,17,0,0,919,0,0,1.83,"Jul 1, 2020","Jun 30, 2024",/pascal-stenzel/profil/spieler/195246
509,Wataru Endo,29,"Feb 9, 1993 ",Japan,STUTTGART,,Defensive Midfield,8.0,34,4,2,2992,0,0,1.78,"Jul 1, 2020","Jun 30, 2024",/wataru-endo/profil/spieler/146310
510,Atakan Karazor,25,"Oct 13, 1996",Germany,STUTTGART,,Defensive Midfield,4.5,25,0,1,1995,0,0,1.91,"Jul 1, 2019","Jun 30, 2026",/atakan-karazor/profil/spieler/232320
511,Richard Weil,34,"Feb 6, 1988 ",Germany,STUTTGART,,Defensive Midfield,0.05,28,0,1,1974,0,0,1.83,-,"Jun 30, 2023",/richard-weil/profil/spieler/49032
513,Enzo Millot,19,"Jul 17, 2002",France,STUTTGART,,Central Midfield,2.0,8,0,1,212,0,0,1.74,"Aug 14, 2021","Jun 30, 2025",/enzo-millot/profil/spieler/569366
514,Nikolas Nartey,22,"Feb 22, 2000",Denmark,STUTTGART,,Central Midfield,1.8,9,0,0,467,0,0,1.85,"Aug 29, 2019","Jun 30, 2025",/nikolas-nartey/profil/spieler/400546
515,Naouirou Ahamada,20,"Mar 29, 2002",France,STUTTGART,,Central Midfield,1.5,7,0,1,275,0,0,1.83,"Jul 1, 2021","Jun 30, 2026",/naouirou-ahamada/profil/spieler/538971
521,Lilian Egloff,19,"Aug 20, 2002",Germany,STUTTGART,,Attacking Midfield,0.8,19,1,3,779,0,0,1.82,"Jul 1, 2020","Jun 30, 2024",/lilian-egloff/profil/spieler/472243
523,Falko Michel,21,"Jan 14, 2001",Germany,STUTTGART,,Attacking Midfield,0.25,21,3,8,1721,0,0,1.86,-,"Jun 30, 2024",/falko-michel/profil/spieler/527270
525,Tanguy Coulibaly,21,"Feb 18, 2001",France,STUTTGART,,Left Winger,2.5,22,0,2,1172,0,0,1.78,"Jul 2, 2019","Jun 30, 2023",/tanguy-coulibaly/profil/spieler/618425
529,Silas,23,"Oct 6, 1998 ",DR Congo,STUTTGART,,Right Winger,15.0,9,0,0,272,0,0,1.89,"Aug 13, 2019","Jun 30, 2026",/silas/profil/spieler/612826
530,Chris Führich,24,"Jan 9, 1998 ",Germany,STUTTGART,,Right Winger,4.0,26,3,2,1805,0,0,1.81,"Jul 19, 2021","Jun 30, 2025",/chris-fuhrich/profil/spieler/272278
532,Tiago Tomás,20,"Jun 16, 2002",Portugal,STUTTGART,,Centre-Forward,7.0,38,7,0,1695,0,0,1.8,"Jan 30, 2022","Jun 30, 2023",/tiago-tomas/profil/spieler/616344
537,Oliver Christensen,23,"Mar 22, 1999",Denmark,HERTHA,,Goalkeeper,1.5,13,0,0,1126,13,4,1.9,"Aug 26, 2021","Jun 30, 2026",/oliver-christensen/profil/spieler/471936
540,Rune Jarstein,37,"Sep 29, 1984",Norway,HERTHA,,Goalkeeper,0.3,,0,0,0,0,0,1.92,"Jan 1, 2014","Jun 30, 2023",/rune-jarstein/profil/spieler/24112
543,Márton Dárdai,20,"Feb 12, 2002",Germany,HERTHA,,Centre-Back,5.0,14,0,1,917,0,0,1.88,"Jul 1, 2020","Jun 30, 2025",/marton-dardai/profil/spieler/432281
544,Linus Gechter,18,"Feb 27, 2004",Germany,HERTHA,,Centre-Back,4.5,21,2,0,1319,0,0,1.9,"Jan 1, 2022","Jun 30, 2023",/linus-gechter/profil/spieler/692734
547,Christalino Atemona,20,"Apr 26, 2002",Germany,HERTHA,,Centre-Back,0.15,15,1,0,1228,0,0,1.87,-,"Jun 30, 2023",/christalino-atemona/profil/spieler/605225
548,Cimo Röcker,28,"Jan 21, 1994",Germany,HERTHA,,Centre-Back,0.1,25,0,1,2095,0,0,1.86,-,"Jun 30, 2023",/cimo-rocker/profil/spieler/117482
549,Marlon Morgenstern,21,"Jan 30, 2001",Germany,HERTHA,,Centre-Back,0.1,20,0,0,1724,0,0,1.88,-,-,/marlon-morgenstern/profil/spieler/533007
550,Maximilian Mittelstädt,25,"Mar 18, 1997",Germany,HERTHA,,Left-Back,4.5,26,0,5,1674,0,0,1.8,"Aug 19, 2015","Jun 30, 2027",/maximilian-mittelstadt/profil/spieler/282660
552,Marvin Plattenhardt,30,"Jan 26, 1992",Germany,HERTHA,,Left-Back,2.0,25,1,5,1987,0,0,1.81,"Jul 1, 2014","Jun 30, 2023",/marvin-plattenhardt/profil/spieler/89592
555,Peter Pekarik,35,"Oct 30, 1986",Slovakia,HERTHA,,Right-Back,0.7,31,0,0,2552,0,0,1.77,"Aug 31, 2012","Jun 30, 2023",/peter-pekarik/profil/spieler/51100
556,Julian Eitschberger,18,"Mar 5, 2004 ",Germany,HERTHA,,Right-Back,,21,1,3,1775,0,0,1.79,"Jul 1, 2022","Jun 30, 2026",/julian-eitschberger/profil/spieler/706617
557,Lucas Tousart,25,"Apr 29, 1997",France,HERTHA,,Defensive Midfield,9.0,35,2,1,2341,0,0,1.85,"Jan 27, 2020","Jun 30, 2025",/lucas-tousart/profil/spieler/353948
559,Jonas Dirkner,19,"Jul 15, 2002",Germany,HERTHA,,Defensive Midfield,0.175,25,0,2,2001,0,0,-,-,-,/jonas-dirkner/profil/spieler/605222
560,Suat Serdar,25,"Apr 11, 1997",Germany,HERTHA,,Central Midfield,8.0,35,4,2,2595,0,0,1.84,"Jul 1, 2021","Jun 30, 2026",/suat-serdar/profil/spieler/261905
562,Vladimir Darida,31,"Aug 8, 1990 ",Czech Republic,HERTHA,,Central Midfield,2.2,29,2,5,1939,0,0,1.72,"Jul 18, 2015","Jun 30, 2025",/vladimir-darida/profil/spieler/179643
563,Jonas Michelbrink,21,"Jun 23, 2001",Germany,HERTHA,,Central Midfield,0.5,31,2,5,1787,0,0,1.82,-,"Jun 30, 2024",/jonas-michelbrink/profil/spieler/471901
564,Julian Albrecht,20,"Aug 31, 2001",Germany,HERTHA,,Central Midfield,0.175,33,6,2,2179,0,0,1.82,"Jul 1, 2019","Jun 30, 2024",/julian-albrecht/profil/spieler/392149
565,Kevin-Prince Boateng,35,"Mar 6, 1987 ",Ghana,HERTHA,,Attacking Midfield,0.9,21,0,0,858,0,0,1.86,"Jul 1, 2021","Jun 30, 2023",/kevin-prince-boateng/profil/spieler/16922
567,Myziane Maolida,23,"Feb 14, 1999",France,HERTHA,,Left Winger,3.0,19,1,1,886,0,0,1.82,"Aug 31, 2021","Jun 30, 2023",/myziane-maolida/profil/spieler/371142
571,Marco Richter,24,"Nov 24, 1997",Germany,HERTHA,,Right Winger,6.0,33,6,2,1808,0,0,1.76,"Aug 9, 2021","Jun 30, 2025",/marco-richter/profil/spieler/279009
572,Dong-jun Lee,25,"Feb 1, 1997 ","Korea, South",HERTHA,,Right Winger,1.2,4,0,0,116,0,0,1.73,"Jan 29, 2022",-,/dong-jun-lee/profil/spieler/269601
573,Kelian Nsona,20,"May 11, 2002",France,HERTHA,,Right Winger,1.2,,0,0,0,0,0,1.89,"Jan 31, 2022","Jun 30, 2026",/kelian-nsona/profil/spieler/569368
574,Marten Winkler,19,"Oct 31, 2002",Germany,HERTHA,,Right Winger,0.175,24,8,2,1544,0,0,1.84,-,"Jun 30, 2023",/marten-winkler/profil/spieler/574569
575,Matheus Cunha,23,"May 27, 1999",Brazil,HERTHA,,Centre-Forward,30.0,38,7,7,1341,0,0,1.83,"Jan 31, 2020","Jun 30, 2023",/matheus-cunha/profil/spieler/517894
577,Stevan Jovetic,32,"Nov 2, 1989 ",Montenegro,HERTHA,,Centre-Forward,2.5,22,7,1,1311,0,0,1.83,"Jul 27, 2021","Jun 30, 2023",/stevan-jovetic/profil/spieler/46104
579,Davie Selke,27,"Jan 20, 1995",Germany,HERTHA,,Centre-Forward,1.8,28,5,0,1166,0,0,1.95,"Jul 1, 2017","Jun 30, 2024",/davie-selke/profil/spieler/178459
582,Ralf Fährmann,33,"Sep 27, 1988",Germany,SCHALKE 04,,Goalkeeper,0.4,8,0,0,720,11,1,1.97,"Jul 1, 2011","Jun 30, 2025",/ralf-fahrmann/profil/spieler/39015
583,Felix Wienand,20,"Jun 27, 2002",Germany,SCHALKE 04,,Goalkeeper,0.075,20,0,0,1780,39,3,1.9,-,"Jun 30, 2024",/felix-wienand/profil/spieler/553449
584,Michael Langer,37,"Jan 6, 1985 ",Austria,SCHALKE 04,,Goalkeeper,0.05,2,0,0,180,3,1,1.95,"Aug 4, 2017","Jun 30, 2023",/michael-langer/profil/spieler/19114
587,Marcin Kaminski,30,"Jan 15, 1992",Poland,SCHALKE 04,,Centre-Back,1.0,33,2,2,2970,0,0,1.92,"Jul 1, 2021","Jun 30, 2023",/marcin-kaminski/profil/spieler/129358
591,Henning Matriciani,22,"Mar 14, 2000",Germany,SCHALKE 04,,Centre-Back,0.25,19,0,0,928,0,0,1.87,"Sep 28, 2021","Jun 30, 2024",/henning-matriciani/profil/spieler/570160
592,Mika Hanraths,23,"Jun 4, 1999 ",Germany,SCHALKE 04,,Centre-Back,0.125,24,3,0,2067,0,0,1.88,-,"Jun 30, 2023",/mika-hanraths/profil/spieler/334225
595,Kerim Calhanoglu,19,"Aug 26, 2002",Germany,SCHALKE 04,,Left-Back,0.8,22,1,3,1487,0,0,1.83,"Sep 24, 2020","Jun 30, 2023",/kerim-calhanoglu/profil/spieler/553905
596,Mehmet Aydin,20,"Feb 9, 2002 ",Germany,SCHALKE 04,,Right-Back,2.0,19,1,1,868,0,0,1.8,"Jul 1, 2021","Jun 30, 2025",/mehmet-aydin/profil/spieler/472242
599,Florian Flick,22,"May 1, 2000 ",Germany,SCHALKE 04,,Defensive Midfield,1.0,29,0,1,1577,0,0,1.9,"Jul 1, 2021","Jun 30, 2023",/florian-flick/profil/spieler/596881
601,Dries Wouters,25,"Jan 28, 1997",Belgium,SCHALKE 04,,Defensive Midfield,0.6,7,0,0,549,0,0,1.91,"Jul 16, 2021","Jun 30, 2023",/dries-wouters/profil/spieler/249570
602,Jimmy Kaparos,20,"Dec 25, 2001",Netherlands,SCHALKE 04,,Defensive Midfield,0.125,29,1,0,2290,0,0,1.87,-,"Jun 30, 2024",/jimmy-kaparos/profil/spieler/471897
604,Danny Latza,32,"Dec 7, 1989 ",Germany,SCHALKE 04,,Central Midfield,0.6,16,2,0,764,0,0,1.79,"Jul 1, 2021","Jun 30, 2024",/danny-latza/profil/spieler/39025
609,Dominick Drexler,32,"May 26, 1990",Germany,SCHALKE 04,,Attacking Midfield,0.9,24,3,7,1807,0,0,1.83,"Jul 21, 2021","Jun 30, 2023",/dominick-drexler/profil/spieler/53400
611,Daniel Kyerewaa,20,"Oct 5, 2001 ",Germany,SCHALKE 04,,Attacking Midfield,0.1,21,1,0,1209,0,0,1.75,-,"Jun 30, 2023",/daniel-kyerewaa/profil/spieler/522104
612,Marius Bülter,29,"Mar 29, 1993",Germany,SCHALKE 04,,Left Winger,2.0,34,12,13,2653,0,0,1.88,"Jul 1, 2021","Jun 30, 2024",/marius-bulter/profil/spieler/116088
614,Matthew Hoppe,21,"Mar 13, 2001",United States,SCHALKE 04,,Centre-Forward,1.0,8,0,1,185,0,0,1.91,"Jan 1, 2021","May 31, 2023",/matthew-hoppe/profil/spieler/678194
615,Simon Terodde,34,"Mar 2, 1988 ",Germany,SCHALKE 04,,Centre-Forward,1.0,32,30,5,2736,0,0,1.92,"Jul 1, 2021","Jun 30, 2023",/simon-terodde/profil/spieler/36284
617,Rufat Dadashov,30,"Sep 29, 1991",Azerbaijan,SCHALKE 04,,Centre-Forward,0.2,21,10,1,1724,0,0,1.89,-,"Jun 30, 2023",/rufat-dadashov/profil/spieler/157478
618,Bleron Krasniqi,20,"May 18, 2002",Kosovo,SCHALKE 04,,Centre-Forward,0.1,19,4,0,1152,0,0,1.85,-,"Jun 30, 2023",/bleron-krasniqi/profil/spieler/604104
619,Keke Topp,18,"Mar 25, 2004",Germany,SCHALKE 04,,Centre-Forward,,19,7,2,1213,0,0,1.92,-,"Jun 30, 2024",/keke-topp/profil/spieler/701757
620,Jiri Pavlenka,30,"Apr 14, 1992",Czech Republic,WERDER,,Goalkeeper,3.0,23,0,0,2070,26,5,1.96,"Jul 1, 2017","Jun 30, 2025",/jiri-pavlenka/profil/spieler/260053
621,Michael Zetterer,26,"Jul 12, 1995",Germany,WERDER,,Goalkeeper,0.5,12,0,0,1080,19,4,1.87,"Jan 27, 2015",-,/michael-zetterer/profil/spieler/196813
623,Dudu,23,"Feb 10, 1999",Germany,WERDER,,Goalkeeper,0.2,8,0,0,629,14,1,1.96,"Jul 1, 2020","Jun 30, 2024",/dudu/profil/spieler/369258
624,Mio Backhaus,18,"Apr 16, 2004",Germany,WERDER,,Goalkeeper,,20,0,0,1800,37,4,1.94,-,-,/mio-backhaus/profil/spieler/620295
625,Marco Friedl,24,"Mar 16, 1998",Austria,WERDER,,Centre-Back,5.0,28,4,3,2463,0,0,1.87,"Jul 1, 2019","Jun 30, 2026",/marco-friedl/profil/spieler/156990
626,Milos Veljkovic,26,"Sep 26, 1995",Serbia,WERDER,,Centre-Back,4.0,26,1,1,2307,0,0,1.88,"Feb 1, 2016","Jun 30, 2025",/milos-veljkovic/profil/spieler/202228
629,Fabio Chiarodia,17,"Jun 5, 2005 ",Italy,WERDER,,Centre-Back,0.5,11,1,1,900,0,0,1.86,"Oct 7, 2021","Jun 30, 2024",/fabio-chiarodia/profil/spieler/724104
630,Dominik Becker,22,"Jan 9, 2000 ",Germany,WERDER,,Centre-Back,0.2,15,0,0,1201,0,0,1.88,-,"Jun 30, 2023",/dominik-becker/profil/spieler/335998
631,Anthony Jung,30,"Nov 3, 1991 ",Germany,WERDER,,Left-Back,1.0,30,2,2,2518,0,0,1.86,"Jul 1, 2021","Jun 30, 2024",/anthony-jung/profil/spieler/58995
633,Felix Agu,22,"Sep 27, 1999",Germany,WERDER,,Right-Back,2.5,27,0,3,1700,0,0,1.8,"Jul 1, 2020","Jun 30, 2024",/felix-agu/profil/spieler/393512
636,Ilia Gruev,22,"May 6, 2000 ",Bulgaria,WERDER,,Defensive Midfield,1.0,26,1,0,1185,0,0,1.85,"Jul 1, 2019","Jun 30, 2025",/ilia-gruev/profil/spieler/381753
637,Nicolai Rapp,25,"Dec 13, 1996",Germany,WERDER,,Defensive Midfield,0.8,29,2,2,1714,0,0,1.86,"Jul 1, 2021","Jun 30, 2023",/nicolai-rapp/profil/spieler/185427
638,Christian Groß,33,"Feb 8, 1989 ",Germany,WERDER,,Defensive Midfield,0.5,27,0,2,2054,0,0,1.82,"Aug 1, 2020","Jun 30, 2024",/christian-gross/profil/spieler/58396
639,Maximilian Eggestein,25,"Dec 8, 1996 ",Germany,WERDER,,Central Midfield,8.0,40,3,2,3064,0,0,1.81,"Jul 1, 2015","Jun 30, 2025",/maximilian-eggestein/profil/spieler/190284
640,Kevin Möhwald,28,"Jul 3, 1993 ",Germany,WERDER,,Central Midfield,1.5,22,0,0,584,0,0,1.82,"Jul 1, 2018",-,/kevin-mohwald/profil/spieler/94137
641,Jean Manuel Mbom,22,"Feb 24, 2000",Germany,WERDER,,Central Midfield,1.5,20,0,1,1140,0,0,1.85,"Jul 1, 2018",-,/jean-manuel-mbom/profil/spieler/335003
642,Leonardo Bittencourt,28,"Dec 19, 1993",Germany,WERDER,,Attacking Midfield,3.5,22,2,4,1547,0,0,1.71,"Jul 15, 2020",-,/leonardo-bittencourt/profil/spieler/93844
643,Romano Schmid,22,"Jan 27, 2000",Austria,WERDER,,Attacking Midfield,3.5,34,3,7,2473,0,0,1.68,"Jan 3, 2019","Jun 30, 2025",/romano-schmid/profil/spieler/346853
644,Niklas Schmidt,24,"Mar 1, 1998 ",Germany,WERDER,,Attacking Midfield,0.8,26,2,6,1340,0,0,1.84,"Jul 1, 2017","Jun 30, 2025",/niklas-schmidt/profil/spieler/275249
648,Josh Sargent,22,"Feb 20, 2000",United States,WERDER,,Centre-Forward,7.0,31,6,3,1976,0,0,1.85,"Jan 1, 2019","Jun 30, 2025",/josh-sargent/profil/spieler/393325
649,Marvin Ducksch,28,"Mar 7, 1994 ",Germany,WERDER,,Centre-Forward,4.0,34,23,11,2997,0,0,1.88,"Aug 25, 2021","Jun 30, 2024",/marvin-ducksch/profil/spieler/125103
650,Niclas Füllkrug,29,"Feb 9, 1993 ",Germany,WERDER,,Centre-Forward,3.0,34,19,8,2588,0,0,1.89,"Jul 1, 2019","Jun 30, 2025",/niclas-fullkrug/profil/spieler/75489
651,Johannes Eggestein,24,"May 8, 1998 ",Germany,WERDER,,Centre-Forward,1.8,26,0,4,683,0,0,1.83,"Jul 1, 2016",-,/johannes-eggestein/profil/spieler/251303
652,Yuya Osako,32,"May 18, 1990",Japan,WERDER,,Centre-Forward,0.9,37,13,2,2378,0,0,1.84,"Jul 1, 2018","Jan 31, 2024",/yuya-osako/profil/spieler/108650
654,Eren Dinkci,20,"Dec 13, 2001",Germany,WERDER,,Centre-Forward,0.7,22,0,2,714,0,0,1.88,"Jan 1, 2021","Jun 30, 2025",/eren-dinkci/profil/spieler/645774
656,Dejan Galjen,20,"Feb 25, 2002",Germany,WERDER,,Centre-Forward,0.075,2,0,0,90,0,0,1.87,-,"Jun 30, 2023",/dejan-galjen/profil/spieler/594725
